smCenterCompoundID	smCenterSampleID	smLincsID	previousSmLincsID	expunge
BRD-K73368362	BRD-K73368362-001-06-7	LSM-42797	LSM-1164	0
BRD-U24835547	BRD-U24835547-000-01-4	LSM-42798	LSM-1173	0
BRD-K42828737	BRD-K42828737-044-08-2	LSM-42800	LSM-1176	1
BRD-K67578145	BRD-K67578145-001-08-9	LSM-42801	LSM-1182	0
BRD-K70511574	BRD-K70511574-001-05-1	LSM-42802	LSM-1192	0
BRD-K21718444	BRD-K21718444-001-05-0	LSM-42803	LSM-1193	1
BRD-K57169635	BRD-K57169635-001-03-7	LSM-42808	LSM-1223	1
BRD-K80738081	BRD-K80738081-001-39-3	LSM-42917	LSM-2557	0
BRD-K32536677	BRD-K32536677-001-06-9	LSM-43196	LSM-5463	1
BRD-U51024685	BRD-U51024685-000-01-3	LSM-43248	LSM-6015	1
BRD-K98762074	BRD-K98762074-001-02-0	LSM-43248	LSM-6015	1
BRD-K68548958	BRD-K68548958-001-03-8	LSM-43281	LSM-6264	1
BRD-U64521890	BRD-U64521890-000-01-4	LSM-43287	LSM-6299	1
BRD-K38113518	BRD-K38113518-001-04-9	LSM-43287	LSM-6299	1
BRD-K86797399	BRD-K86797399-001-03-6	LSM-43290	LSM-6322	1
BRD-K52560704	BRD-K52560704-001-04-6	LSM-43292	LSM-6330	1
BRD-K55187425	BRD-K55187425-001-02-7	LSM-44531	LSM-36398	1
BRD-K65182930	BRD-K65182930-001-02-4	LSM-44930	LSM-42748	1
BRD-K49327517	BRD-K49327517-001-02-7	LSM-43209	LSM-5601	1
BRD-U41416256	BRD-U41416256-000-01-3	LSM-43209	LSM-5601	1
PCCSE_KN-93	PCCSE_KN-93	LSM-42804	LSM-1217	1
PCCSE_tretinoin	PCCSE_tretinoin	LSM-42854	LSM-2135	0
PCCSE_trichostatin A	PCCSE_trichostatin A	LSM-43005	LSM-3524	1
PCCSE_tacrolimus	PCCSE_tacrolimus	LSM-43009	LSM-3557	1
PCCSE_curcumin	PCCSE_curcumin	LSM-43083	LSM-4521	1
PCCSE_sirolimus	PCCSE_sirolimus	LSM-42782	LSM-4886	1
PCCSE_Everolimus	PCCSE_Everolimus	LSM-43172	LSM-5313	1
PCCSE_C646 (CHEMBL1797936)	PCCSE_C646 (CHEMBL1797936)	LSM-43282	LSM-6264	1
PCCSE_methylstat	PCCSE_methylstat	LSM-43292	LSM-6330	1
PCCSE_bafilomycin A1	PCCSE_bafilomycin A1	LSM-44931	LSM-42754	1
PCCSE_Okadaic Acid	PCCSE_Okadaic Acid	LSM-44932	LSM-42759	1
PCCSE_RGFP966	PCCSE_RGFP966	LSM-44933	LSM-42760	1
PCCSE_Verteporfin	PCCSE_Verteporfin	LSM-44934	LSM-42764	1
HMSL10480	HMSL10480-101-1	LSM-43318	LSM-6548	1
HMSL10477	HMSL10477-101-1	LSM-44526	LSM-36372	1
HMSL10365	HMSL10365-101-1	LSM-44935	LSM-42774	1
