smCenterCompoundID	smCenterSampleID	smLincsID	previousSmLincsID	expunge
BRD-K66520473	BRD-K66520473-001-05-0	LSM-43644	LSM-16499	1
BRD-K64672158	BRD-K64672158-001-05-3	LSM-43645	LSM-16509	1
BRD-K71327258	BRD-K71327258-001-05-4	LSM-43646	LSM-16536	1
BRD-K16877843	BRD-K16877843-001-05-8	LSM-43647	LSM-16545	1
BRD-K69636039	BRD-K69636039-001-05-8	LSM-43648	LSM-16564	1
BRD-A28577961	BRD-A28577961-001-05-8	LSM-43649	LSM-16588	1
BRD-K84916360	BRD-K84916360-001-05-4	LSM-43650	LSM-16608	1
BRD-K31713127	BRD-K31713127-001-05-3	LSM-43651	LSM-16618	1
BRD-K16095967	BRD-K16095967-001-05-7	LSM-43652	LSM-16643	1
BRD-K75257693	BRD-K75257693-001-06-0	LSM-43653	LSM-16645	1
BRD-K89568673	BRD-K89568673-001-06-8	LSM-43654	LSM-16646	1
BRD-K88620924	BRD-K88620924-001-05-7	LSM-43655	LSM-16667	1
BRD-K47201960	BRD-K47201960-001-05-1	LSM-43656	LSM-16675	1
BRD-K89800944	BRD-K89800944-001-05-0	LSM-43657	LSM-16683	1
BRD-K06922312	BRD-K06922312-001-05-6	LSM-43658	LSM-16705	1
BRD-K94986477	BRD-K94986477-001-05-5	LSM-43659	LSM-16735	1
BRD-K84041582	BRD-K84041582-001-05-3	LSM-43660	LSM-16748	1
BRD-K49217806	BRD-K49217806-001-05-3	LSM-43661	LSM-16754	1
BRD-K88313953	BRD-K88313953-001-06-1	LSM-43662	LSM-16770	1
BRD-K26720373	BRD-K26720373-001-06-4	LSM-43663	LSM-16776	1
BRD-K85711978	BRD-K85711978-001-06-0	LSM-43664	LSM-16778	1
BRD-K47843573	BRD-K47843573-001-05-9	LSM-43665	LSM-16780	1
BRD-K43475294	BRD-K43475294-001-06-0	LSM-43666	LSM-16782	1
BRD-K91220916	BRD-K91220916-001-05-1	LSM-43667	LSM-16805	1
BRD-K16323978	BRD-K16323978-001-05-0	LSM-43668	LSM-16834	1
BRD-K87608205	BRD-K87608205-001-05-3	LSM-43669	LSM-16842	1
BRD-K25864844	BRD-K25864844-001-06-2	LSM-43670	LSM-16849	1
BRD-K00882705	BRD-K00882705-001-06-1	LSM-43671	LSM-16850	1
BRD-K47642689	BRD-K47642689-001-05-6	LSM-43672	LSM-16871	1
BRD-K26541322	BRD-K26541322-001-06-6	LSM-43673	LSM-16879	1
BRD-K45251697	BRD-K45251697-001-05-8	LSM-43674	LSM-16898	1
BRD-K81034231	BRD-K81034231-001-05-6	LSM-43675	LSM-16903	1
BRD-K91501820	BRD-K91501820-001-05-9	LSM-43676	LSM-16913	1
BRD-K07787963	BRD-K07787963-001-05-4	LSM-43677	LSM-16922	1
BRD-K83821605	BRD-K83821605-001-05-2	LSM-43678	LSM-16939	1
BRD-K00381373	BRD-K00381373-001-05-7	LSM-43679	LSM-16941	1
BRD-K30309882	BRD-K30309882-001-04-9	LSM-43680	LSM-16945	1
BRD-K49998974	BRD-K49998974-001-05-4	LSM-43681	LSM-16952	1
BRD-K85314456	BRD-K85314456-001-04-9	LSM-43682	LSM-16966	1
BRD-K98065258	BRD-K98065258-001-05-9	LSM-43683	LSM-16970	1
BRD-K84767166	BRD-K84767166-001-05-7	LSM-43684	LSM-16976	1
BRD-K93953657	BRD-K93953657-001-05-8	LSM-43685	LSM-16984	1
BRD-A76457511	BRD-A76457511-001-06-7	LSM-43686	LSM-16993	1
BRD-K78469924	BRD-K78469924-001-08-5	LSM-43687	LSM-16994	1
BRD-K78469924	BRD-K78469924-001-07-7	LSM-43687	LSM-16994	1
BRD-K19829092	BRD-K19829092-001-05-4	LSM-43688	LSM-16994	1
BRD-K19829092	BRD-K19829092-001-06-2	LSM-43688	LSM-16994	1
BRD-K43604417	BRD-K43604417-001-05-9	LSM-43689	LSM-17004	1
BRD-K56224268	BRD-K56224268-001-06-8	LSM-43690	LSM-17010	1
BRD-K96254830	BRD-K96254830-001-05-8	LSM-43691	LSM-17041	1
BRD-K77548756	BRD-K77548756-001-05-6	LSM-43692	LSM-17042	1
BRD-K17675685	BRD-K17675685-001-05-6	LSM-43693	LSM-17053	1
BRD-K27608080	BRD-K27608080-001-05-6	LSM-43694	LSM-17058	1
BRD-K88030905	BRD-K88030905-001-06-0	LSM-43695	LSM-17059	1
BRD-K73875306	BRD-K73875306-001-04-5	LSM-43696	LSM-17064	1
BRD-K49455964	BRD-K49455964-001-05-7	LSM-43697	LSM-17065	1
BRD-K04190958	BRD-K04190958-001-05-1	LSM-43698	LSM-17077	1
BRD-K41951173	BRD-K41951173-001-05-0	LSM-43699	LSM-17085	1
BRD-K96448807	BRD-K96448807-001-05-5	LSM-43700	LSM-17090	1
BRD-K06203014	BRD-K06203014-001-05-2	LSM-43701	LSM-17110	1
BRD-K24536086	BRD-K24536086-001-06-4	LSM-43702	LSM-17111	1
BRD-K50932361	BRD-K50932361-001-05-0	LSM-43703	LSM-17123	1
BRD-K10760636	BRD-K10760636-001-05-3	LSM-43704	LSM-17131	1
BRD-K67167793	BRD-K67167793-001-05-2	LSM-43705	LSM-17142	1
BRD-K83317599	BRD-K83317599-001-05-9	LSM-43706	LSM-17148	1
BRD-K13284741	BRD-K13284741-001-05-3	LSM-43707	LSM-17154	1
BRD-K92036736	BRD-K92036736-001-05-8	LSM-43708	LSM-17165	1
BRD-K37052916	BRD-K37052916-001-07-1	LSM-43709	LSM-17166	1
BRD-K75791788	BRD-K75791788-001-05-6	LSM-43710	LSM-17171	1
BRD-K48488834	BRD-K48488834-001-05-7	LSM-43711	LSM-17184	1
BRD-K45499578	BRD-K45499578-001-05-7	LSM-43712	LSM-17191	1
BRD-K79815658	BRD-K79815658-001-08-0	LSM-43713	LSM-17205	1
BRD-K10247312	BRD-K10247312-001-05-2	LSM-43714	LSM-17207	1
BRD-K73359880	BRD-K73359880-001-05-1	LSM-43715	LSM-17227	1
BRD-K50749858	BRD-K50749858-001-05-8	LSM-43716	LSM-17257	1
BRD-K16460672	BRD-K16460672-001-05-9	LSM-43717	LSM-17287	1
BRD-K49623464	BRD-K49623464-001-05-5	LSM-43718	LSM-17288	1
BRD-K04342277	BRD-K04342277-001-05-2	LSM-43719	LSM-17342	1
BRD-K62883304	BRD-K62883304-001-06-9	LSM-43720	LSM-17356	1
BRD-K40631496	BRD-K40631496-001-06-7	LSM-43721	LSM-17375	1
BRD-K82283938	BRD-K82283938-001-06-2	LSM-43722	LSM-17381	1
BRD-A44986668	BRD-A44986668-001-05-7	LSM-43723	LSM-17393	1
BRD-K46407589	BRD-K46407589-001-05-6	LSM-43724	LSM-17407	1
BRD-K73306486	BRD-K73306486-001-04-3	LSM-43725	LSM-17408	1
BRD-K20960840	BRD-K20960840-001-05-9	LSM-43726	LSM-17417	1
BRD-K48050041	BRD-K48050041-001-05-4	LSM-43727	LSM-17436	1
BRD-K54141134	BRD-K54141134-001-01-9	LSM-43728	LSM-17442	1
BRD-K89447678	BRD-K89447678-001-01-1	LSM-43729	LSM-17455	1
BRD-K59843356	BRD-K59843356-001-01-6	LSM-43730	LSM-17468	1
BRD-K00086692	BRD-K00086692-001-01-5	LSM-43731	LSM-17483	1
BRD-K76457661	BRD-K76457661-001-01-4	LSM-43732	LSM-17487	1
BRD-K62852603	BRD-K62852603-001-01-3	LSM-43733	LSM-17500	1
BRD-K53402320	BRD-K53402320-001-01-0	LSM-43734	LSM-17503	1
BRD-K11672894	BRD-K11672894-001-01-5	LSM-43735	LSM-17508	1
BRD-K12959846	BRD-K12959846-001-01-4	LSM-43736	LSM-17514	1
BRD-K30436657	BRD-K30436657-001-01-9	LSM-43737	LSM-17524	1
BRD-K35253118	BRD-K35253118-001-01-6	LSM-43738	LSM-17527	1
BRD-K33346587	BRD-K33346587-001-01-2	LSM-43739	LSM-17530	1
BRD-K59667434	BRD-K59667434-001-01-5	LSM-43740	LSM-17532	1
BRD-K45172622	BRD-K45172622-001-01-5	LSM-43741	LSM-17538	1
BRD-K65399214	BRD-K65399214-001-01-3	LSM-43742	LSM-17551	1
BRD-K04468899	BRD-K04468899-001-01-2	LSM-43743	LSM-17556	1
BRD-K42809349	BRD-K42809349-001-01-7	LSM-43744	LSM-17571	1
BRD-K41306114	BRD-K41306114-001-01-8	LSM-43745	LSM-17615	1
BRD-K40292034	BRD-K40292034-001-01-8	LSM-43746	LSM-17628	1
BRD-K59159023	BRD-K59159023-001-01-0	LSM-43747	LSM-17633	1
BRD-K94082609	BRD-K94082609-001-01-3	LSM-43748	LSM-17639	1
BRD-K59606563	BRD-K59606563-001-01-6	LSM-43749	LSM-17645	1
BRD-K22485581	BRD-K22485581-001-01-7	LSM-43750	LSM-17646	1
BRD-K97332312	BRD-K97332312-001-01-7	LSM-43751	LSM-17675	1
BRD-K54837058	BRD-K54837058-001-01-4	LSM-43752	LSM-17680	1
BRD-K74626943	BRD-K74626943-001-01-6	LSM-43753	LSM-17682	1
BRD-K65969715	BRD-K65969715-001-01-7	LSM-43754	LSM-17703	1
BRD-K51898211	BRD-K51898211-001-01-3	LSM-43755	LSM-17705	1
BRD-K14597872	BRD-K14597872-001-01-7	LSM-43756	LSM-17721	1
BRD-K57784254	BRD-K57784254-001-01-7	LSM-43757	LSM-17728	1
BRD-K82115725	BRD-K82115725-001-01-4	LSM-43758	LSM-17733	1
BRD-K69269415	BRD-K69269415-001-01-1	LSM-43759	LSM-17740	1
BRD-K95159965	BRD-K95159965-001-11-5	LSM-43760	LSM-18395	1
BRD-K61108991	BRD-K61108991-001-03-7	LSM-43761	LSM-18397	1
BRD-A21765353	BRD-A21765353-001-06-0	LSM-43762	LSM-18399	1
BRD-K72468780	BRD-K72468780-001-06-0	LSM-43763	LSM-18418	1
BRD-K68029780	BRD-K68029780-001-05-8	LSM-43764	LSM-18420	1
BRD-K06945574	BRD-K06945574-001-05-0	LSM-43765	LSM-18443	1
BRD-K93579229	BRD-K93579229-001-07-6	LSM-43766	LSM-18446	1
BRD-K62275715	BRD-K62275715-001-05-3	LSM-43767	LSM-18450	1
BRD-K13454229	BRD-K13454229-001-04-6	LSM-43768	LSM-18454	1
BRD-K46743959	BRD-K46743959-001-05-6	LSM-43769	LSM-18498	1
BRD-K39803678	BRD-K39803678-001-05-7	LSM-43770	LSM-18500	1
BRD-K46573336	BRD-K46573336-001-05-1	LSM-43771	LSM-18509	1
BRD-K96653464	BRD-K96653464-001-05-4	LSM-43772	LSM-18545	1
BRD-K89151668	BRD-K89151668-001-04-5	LSM-43773	LSM-18554	1
BRD-K88382587	BRD-K88382587-001-05-2	LSM-43774	LSM-18555	1
BRD-K44962714	BRD-K44962714-001-06-8	LSM-43775	LSM-18559	1
BRD-K60442535	BRD-K60442535-001-05-9	LSM-43776	LSM-18561	1
BRD-K15272340	BRD-K15272340-001-05-1	LSM-43777	LSM-18564	1
BRD-K77526282	BRD-K77526282-001-05-5	LSM-43778	LSM-18572	1
BRD-K05539455	BRD-K05539455-001-05-6	LSM-43779	LSM-18588	1
BRD-K60281757	BRD-K60281757-001-05-2	LSM-43780	LSM-18596	1
BRD-K76527769	BRD-K76527769-001-05-6	LSM-43781	LSM-18610	1
BRD-K28548873	BRD-K28548873-001-09-6	LSM-43782	LSM-18613	1
BRD-K58358077	BRD-K58358077-001-05-5	LSM-43783	LSM-18620	1
BRD-K20493347	BRD-K20493347-001-05-9	LSM-43784	LSM-18632	1
BRD-K27782106	BRD-K27782106-001-05-9	LSM-43785	LSM-18636	1
BRD-K23162611	BRD-K23162611-001-05-6	LSM-43786	LSM-18653	1
BRD-K00663376	BRD-K00663376-001-05-5	LSM-43787	LSM-18665	1
BRD-A10482588	BRD-A10482588-001-07-0	LSM-43788	LSM-18679	1
BRD-K08611512	BRD-K08611512-001-05-1	LSM-43789	LSM-18711	1
BRD-K62021436	BRD-K62021436-001-06-7	LSM-43790	LSM-18714	1
BRD-K77545275	BRD-K77545275-001-05-4	LSM-43791	LSM-18730	1
BRD-K48039403	BRD-K48039403-001-05-9	LSM-43792	LSM-18755	1
BRD-K24454159	BRD-K24454159-001-06-2	LSM-43793	LSM-18756	1
BRD-K95295111	BRD-K95295111-001-06-0	LSM-43794	LSM-18761	1
BRD-K22740448	BRD-K22740448-001-05-9	LSM-43795	LSM-18768	1
BRD-K95807815	BRD-K95807815-001-05-3	LSM-43796	LSM-18776	1
BRD-K95820117	BRD-K95820117-001-05-1	LSM-43797	LSM-18778	1
BRD-A63465350	BRD-A63465350-001-05-1	LSM-43798	LSM-18798	1
BRD-K00496561	BRD-K00496561-001-07-1	LSM-43799	LSM-18804	1
BRD-K59509254	BRD-K59509254-001-04-0	LSM-43800	LSM-18806	1
BRD-K15439372	BRD-K15439372-001-05-7	LSM-43801	LSM-18807	1
BRD-K96095079	BRD-K96095079-001-05-5	LSM-43802	LSM-18808	1
BRD-K49734529	BRD-K49734529-001-05-3	LSM-43803	LSM-18814	1
BRD-K28017539	BRD-K28017539-001-05-6	LSM-43804	LSM-18816	1
BRD-K10237621	BRD-K10237621-001-04-2	LSM-43805	LSM-18824	1
BRD-K85371665	BRD-K85371665-001-05-3	LSM-43806	LSM-18830	1
BRD-K12363499	BRD-K12363499-001-05-0	LSM-43807	LSM-18841	1
BRD-K09710240	BRD-K09710240-001-06-7	LSM-43808	LSM-18842	1
BRD-K32818886	BRD-K32818886-001-06-8	LSM-43809	LSM-18843	1
BRD-K85488776	BRD-K85488776-001-05-1	LSM-43810	LSM-18908	1
BRD-K63658493	BRD-K63658493-001-06-5	LSM-43811	LSM-18939	1
BRD-K21281823	BRD-K21281823-001-05-0	LSM-43812	LSM-18954	1
BRD-K10783325	BRD-K10783325-001-06-9	LSM-43813	LSM-18977	1
BRD-K65064932	BRD-K65064932-001-06-3	LSM-43814	LSM-18985	1
BRD-K48684885	BRD-K48684885-001-01-8	LSM-43815	LSM-19029	1
BRD-K42352790	BRD-K42352790-001-03-8	LSM-43816	LSM-19032	1
BRD-K14869008	BRD-K14869008-001-05-8	LSM-43817	LSM-19101	1
BRD-K32664408	BRD-K32664408-001-05-7	LSM-43818	LSM-19105	1
BRD-K64069148	BRD-K64069148-001-05-5	LSM-43819	LSM-19117	1
BRD-K72363785	BRD-K72363785-001-05-0	LSM-43820	LSM-19159	1
BRD-K10528496	BRD-K10528496-001-07-9	LSM-43821	LSM-19168	1
BRD-K24301999	BRD-K24301999-001-08-5	LSM-43822	LSM-19170	1
BRD-K93124351	BRD-K93124351-001-05-5	LSM-43823	LSM-19189	1
BRD-K49828117	BRD-K49828117-001-05-1	LSM-43824	LSM-19216	1
BRD-K28807341	BRD-K28807341-001-05-8	LSM-43825	LSM-19250	1
BRD-K30199050	BRD-K30199050-001-05-7	LSM-43826	LSM-19262	1
BRD-K19712348	BRD-K19712348-001-05-4	LSM-43827	LSM-19301	1
BRD-K54015635	BRD-K54015635-001-05-0	LSM-43828	LSM-19328	1
BRD-K61454150	BRD-K61454150-001-06-5	LSM-43829	LSM-19329	1
BRD-K52924481	BRD-K52924481-001-05-0	LSM-43830	LSM-19369	1
BRD-K44705560	BRD-K44705560-001-05-8	LSM-43831	LSM-19370	1
BRD-K56431031	BRD-K56431031-001-05-7	LSM-43832	LSM-19381	1
BRD-K49666076	BRD-K49666076-001-05-4	LSM-43833	LSM-19387	1
BRD-K39773004	BRD-K39773004-001-05-7	LSM-43834	LSM-19397	1
BRD-K97761115	BRD-K97761115-001-05-7	LSM-43835	LSM-19407	1
BRD-K97276563	BRD-K97276563-001-06-1	LSM-43836	LSM-19430	1
BRD-K51608228	BRD-K51608228-001-09-0	LSM-43837	LSM-19453	1
BRD-K29726765	BRD-K29726765-001-05-6	LSM-43838	LSM-19468	1
BRD-K14166090	BRD-K14166090-001-06-6	LSM-43839	LSM-19480	1
BRD-K83715372	BRD-K83715372-001-06-5	LSM-43840	LSM-19493	1
BRD-K10684867	BRD-K10684867-001-05-5	LSM-43841	LSM-19510	1
BRD-K19702946	BRD-K19702946-001-06-9	LSM-43842	LSM-19511	1
BRD-K27949240	BRD-K27949240-001-05-1	LSM-43843	LSM-19521	1
BRD-K19770687	BRD-K19770687-001-06-9	LSM-43844	LSM-19566	1
BRD-K83127279	BRD-K83127279-001-05-9	LSM-43845	LSM-19570	1
BRD-K90238417	BRD-K90238417-001-07-4	LSM-43846	LSM-19574	1
BRD-K73523821	BRD-K73523821-001-05-4	LSM-43847	LSM-19611	1
BRD-K24532125	BRD-K24532125-001-06-6	LSM-43848	LSM-19626	1
BRD-K02193775	BRD-K02193775-001-05-8	LSM-43849	LSM-19656	1
BRD-K17354218	BRD-K17354218-001-06-2	LSM-43850	LSM-19671	1
BRD-K09971865	BRD-K09971865-001-03-6	LSM-43851	LSM-19770	1
BRD-A58214621	BRD-A58214621-001-05-3	LSM-43852	LSM-19777	1
BRD-K49039795	BRD-K49039795-001-06-2	LSM-43853	LSM-19781	1
BRD-K52944702	BRD-K52944702-001-04-4	LSM-43854	LSM-19803	1
BRD-K97803332	BRD-K97803332-001-06-2	LSM-43855	LSM-19813	1
BRD-K98186731	BRD-K98186731-001-05-0	LSM-43856	LSM-19819	1
BRD-K36728438	BRD-K36728438-001-05-0	LSM-43857	LSM-19820	1
BRD-K21261751	BRD-K21261751-001-06-6	LSM-43858	LSM-19850	1
BRD-K56566959	BRD-K56566959-001-05-8	LSM-43859	LSM-19855	1
BRD-K06476085	BRD-K06476085-001-06-6	LSM-43860	LSM-19895	1
BRD-K48965155	BRD-K48965155-001-06-3	LSM-43861	LSM-19897	1
BRD-K12883524	BRD-K12883524-001-08-0	LSM-43862	LSM-19900	1
BRD-K98531780	BRD-K98531780-001-05-7	LSM-43863	LSM-19933	1
BRD-K17040651	BRD-K17040651-001-02-0	LSM-43864	LSM-19956	1
BRD-K02671211	BRD-K02671211-001-02-2	LSM-43865	LSM-19974	1
BRD-K08199068	BRD-K08199068-001-02-2	LSM-43866	LSM-19979	1
BRD-K12345912	BRD-K12345912-001-02-3	LSM-43867	LSM-19985	1
BRD-K02965577	BRD-K02965577-001-02-6	LSM-43868	LSM-19993	1
BRD-K18314863	BRD-K18314863-001-05-5	LSM-43869	LSM-20324	1
BRD-K17307631	BRD-K17307631-001-06-9	LSM-43870	LSM-20326	1
BRD-K87965790	BRD-K87965790-001-05-8	LSM-43871	LSM-20341	1
BRD-K49513975	BRD-K49513975-001-05-0	LSM-43872	LSM-20343	1
BRD-K41717398	BRD-K41717398-001-08-8	LSM-43873	LSM-20414	1
BRD-K41717398	BRD-K41717398-001-06-2	LSM-43873	LSM-20414	1
BRD-K17665739	BRD-K17665739-001-06-1	LSM-43874	LSM-20429	1
BRD-K51749738	BRD-K51749738-001-05-3	LSM-43875	LSM-20431	1
BRD-K99562210	BRD-K99562210-001-05-1	LSM-43876	LSM-20437	1
BRD-A11552472	BRD-A11552472-001-05-2	LSM-43877	LSM-20457	1
BRD-K73322901	BRD-K73322901-001-05-4	LSM-43878	LSM-20472	1
BRD-K48425246	BRD-K48425246-001-06-9	LSM-43879	LSM-20475	1
BRD-K48189030	BRD-K48189030-001-05-3	LSM-43880	LSM-20484	1
BRD-K05770968	BRD-K05770968-001-06-5	LSM-43881	LSM-20492	1
BRD-K07606823	BRD-K07606823-001-04-9	LSM-43882	LSM-20494	1
BRD-K14783876	BRD-K14783876-001-05-0	LSM-43883	LSM-20528	1
BRD-K99438237	BRD-K99438237-001-05-3	LSM-43884	LSM-20582	1
BRD-K45729009	BRD-K45729009-001-05-6	LSM-43885	LSM-20595	1
BRD-K27945373	BRD-K27945373-001-05-8	LSM-43886	LSM-20596	1
BRD-K71335450	BRD-K71335450-001-05-3	LSM-43887	LSM-20603	1
BRD-K43801981	BRD-K43801981-001-05-7	LSM-43888	LSM-20604	1
BRD-K68151700	BRD-K68151700-001-06-5	LSM-43889	LSM-20605	1
BRD-K15744063	BRD-K15744063-001-05-4	LSM-43890	LSM-20651	1
BRD-K56695267	BRD-K56695267-001-04-5	LSM-43891	LSM-20698	1
BRD-K42476671	BRD-K42476671-001-05-4	LSM-43892	LSM-20712	1
BRD-K84058877	BRD-K84058877-001-05-1	LSM-43893	LSM-20747	1
BRD-K62556342	BRD-K62556342-001-05-7	LSM-43894	LSM-20775	1
BRD-K32902045	BRD-K32902045-001-06-8	LSM-43895	LSM-20791	1
BRD-K88506712	BRD-K88506712-001-05-4	LSM-43896	LSM-20828	1
BRD-K25879375	BRD-K25879375-001-06-7	LSM-43897	LSM-20841	1
BRD-K52712957	BRD-K52712957-001-05-4	LSM-43898	LSM-20848	1
BRD-K99110478	BRD-K99110478-001-05-6	LSM-43899	LSM-20879	1
BRD-K38684403	BRD-K38684403-001-02-1	LSM-43900	LSM-20929	1
BRD-K30199352	BRD-K30199352-001-02-9	LSM-43901	LSM-20938	1
BRD-K18438502	BRD-K18438502-001-02-6	LSM-43902	LSM-20939	1
BRD-K29133151	BRD-K29133151-001-02-4	LSM-43903	LSM-20946	1
BRD-K33104513	BRD-K33104513-001-02-2	LSM-43904	LSM-20976	1
BRD-K32595626	BRD-K32595626-001-01-8	LSM-43905	LSM-20978	1
BRD-K32256916	BRD-K32256916-001-02-4	LSM-43906	LSM-20985	1
BRD-K74753219	BRD-K74753219-001-05-6	LSM-43907	LSM-20994	1
BRD-K17057495	BRD-K17057495-001-06-5	LSM-43908	LSM-21002	1
BRD-A07237805	BRD-A07237805-001-06-2	LSM-43909	LSM-21011	1
BRD-K19004603	BRD-K19004603-001-05-6	LSM-43910	LSM-21014	1
BRD-K81177682	BRD-K81177682-001-04-0	LSM-43911	LSM-21022	1
BRD-K25065137	BRD-K25065137-001-05-4	LSM-43912	LSM-21033	1
BRD-K34778556	BRD-K34778556-001-06-1	LSM-43913	LSM-21079	1
BRD-A13883216	BRD-A13883216-001-06-8	LSM-43914	LSM-21113	1
BRD-K02933128	BRD-K02933128-001-08-5	LSM-43915	LSM-21127	1
BRD-K89251722	BRD-K89251722-001-04-7	LSM-43916	LSM-21130	1
BRD-K08995946	BRD-K08995946-001-07-0	LSM-43917	LSM-21135	1
BRD-K28931458	BRD-K28931458-001-09-7	LSM-43918	LSM-21184	1
BRD-K08434989	BRD-K08434989-001-06-0	LSM-43919	LSM-21196	1
BRD-K73812177	BRD-K73812177-001-07-7	LSM-43920	LSM-21204	1
BRD-K06865836	BRD-K06865836-001-05-4	LSM-43921	LSM-21234	1
BRD-K88096758	BRD-K88096758-001-05-1	LSM-43922	LSM-21235	1
BRD-K12257780	BRD-K12257780-001-04-5	LSM-43923	LSM-21243	1
BRD-K48726147	BRD-K48726147-001-15-1	LSM-43924	LSM-21256	1
BRD-K28455229	BRD-K28455229-001-05-3	LSM-43925	LSM-21260	1
BRD-K47629116	BRD-K47629116-001-01-5	LSM-43926	LSM-21305	1
BRD-K47012709	BRD-K47012709-001-01-7	LSM-43927	LSM-21328	1
BRD-K15330604	BRD-K15330604-001-01-7	LSM-43928	LSM-21337	1
BRD-K53473163	BRD-K53473163-001-01-1	LSM-43929	LSM-21345	1
BRD-K67110065	BRD-K67110065-001-01-2	LSM-43930	LSM-21369	1
BRD-K95946433	BRD-K95946433-001-01-0	LSM-43931	LSM-21370	1
BRD-K72723881	BRD-K72723881-001-01-7	LSM-43932	LSM-21373	1
BRD-K26579401	BRD-K26579401-001-01-1	LSM-43933	LSM-21374	1
BRD-K96638043	BRD-K96638043-001-01-4	LSM-43934	LSM-21384	1
BRD-K35021164	BRD-K35021164-001-01-0	LSM-43935	LSM-21387	1
BRD-K31165886	BRD-K31165886-001-01-6	LSM-43936	LSM-21391	1
BRD-K40777138	BRD-K40777138-001-01-3	LSM-43937	LSM-21393	1
BRD-K93169170	BRD-K93169170-001-01-8	LSM-43938	LSM-21394	1
BRD-K46168416	BRD-K46168416-001-01-2	LSM-43939	LSM-21397	1
BRD-K64379850	BRD-K64379850-001-01-5	LSM-43940	LSM-21398	1
BRD-K90379662	BRD-K90379662-001-01-1	LSM-43941	LSM-21400	1
BRD-K59131057	BRD-K59131057-001-01-8	LSM-43942	LSM-21405	1
BRD-K02892219	BRD-K02892219-001-01-8	LSM-43943	LSM-21408	1
BRD-K88384956	BRD-K88384956-001-01-0	LSM-43944	LSM-21423	1
BRD-K23330877	BRD-K23330877-001-01-7	LSM-43945	LSM-21432	1
BRD-K16809868	BRD-K16809868-001-01-0	LSM-43946	LSM-21440	1
BRD-K08200735	BRD-K08200735-001-01-3	LSM-43947	LSM-21442	1
BRD-K92478944	BRD-K92478944-001-01-9	LSM-43948	LSM-21449	1
BRD-K34824520	BRD-K34824520-001-01-7	LSM-43949	LSM-21452	1
BRD-K91294486	BRD-K91294486-001-01-5	LSM-43950	LSM-21465	1
BRD-K29557490	BRD-K29557490-001-01-6	LSM-43951	LSM-21472	1
BRD-K11634244	BRD-K11634244-001-01-2	LSM-43952	LSM-21484	1
BRD-K01065567	BRD-K01065567-001-01-0	LSM-43953	LSM-21491	1
BRD-K23354958	BRD-K23354958-001-01-9	LSM-43954	LSM-21503	1
BRD-K19258623	BRD-K19258623-001-01-3	LSM-43955	LSM-21512	1
BRD-K68376840	BRD-K68376840-001-01-0	LSM-43956	LSM-21515	1
BRD-K84951013	BRD-K84951013-001-01-1	LSM-43957	LSM-21528	1
BRD-K30807415	BRD-K30807415-001-01-4	LSM-43958	LSM-21529	1
BRD-K85885782	BRD-K85885782-001-01-9	LSM-43959	LSM-21530	1
BRD-K27172113	BRD-K27172113-001-01-3	LSM-43960	LSM-21535	1
BRD-K96219823	BRD-K96219823-001-01-9	LSM-43961	LSM-21539	1
BRD-K04464439	BRD-K04464439-001-01-8	LSM-43962	LSM-21545	1
BRD-K14113384	BRD-K14113384-001-01-4	LSM-43963	LSM-21547	1
BRD-K69862745	BRD-K69862745-001-01-4	LSM-43964	LSM-21567	1
BRD-K98778402	BRD-K98778402-001-01-1	LSM-43965	LSM-21574	1
BRD-A64957606	BRD-A64957606-001-02-5	LSM-43966	LSM-21606	1
BRD-A89237309	BRD-A89237309-001-02-3	LSM-43967	LSM-21616	1
BRD-A85137183	BRD-A85137183-001-01-2	LSM-43968	LSM-21640	1
BRD-A61864215	BRD-A61864215-001-02-9	LSM-43969	LSM-21645	1
BRD-K23526625	BRD-K23526625-001-05-6	LSM-43970	LSM-22637	1
BRD-K73149307	BRD-K73149307-001-06-9	LSM-43971	LSM-22643	1
BRD-K17332392	BRD-K17332392-001-05-8	LSM-43972	LSM-22653	1
BRD-K90142941	BRD-K90142941-001-05-7	LSM-43973	LSM-22697	1
BRD-K63608008	BRD-K63608008-001-06-8	LSM-43974	LSM-22698	1
BRD-K40369546	BRD-K40369546-001-05-6	LSM-43975	LSM-22716	1
BRD-A25880250	BRD-A25880250-001-05-9	LSM-43976	LSM-22729	1
BRD-K79114040	BRD-K79114040-001-05-1	LSM-43977	LSM-22760	1
BRD-K19650815	BRD-K19650815-001-05-0	LSM-43978	LSM-22761	1
BRD-K78289483	BRD-K78289483-001-08-0	LSM-43979	LSM-22786	1
BRD-A70198915	BRD-A70198915-001-05-7	LSM-43980	LSM-22787	1
BRD-A24354128	BRD-A24354128-001-06-4	LSM-43981	LSM-22798	1
BRD-K60853704	BRD-K60853704-001-05-2	LSM-43982	LSM-22815	1
BRD-K84450572	BRD-K84450572-001-05-8	LSM-43983	LSM-22819	1
BRD-K76885144	BRD-K76885144-001-06-2	LSM-43984	LSM-22835	1
BRD-K25088777	BRD-K25088777-001-06-9	LSM-43985	LSM-22837	1
BRD-K95708753	BRD-K95708753-001-05-7	LSM-43986	LSM-22842	1
BRD-K70708621	BRD-K70708621-001-05-6	LSM-43987	LSM-22850	1
BRD-K73832060	BRD-K73832060-001-05-9	LSM-43988	LSM-22852	1
BRD-K04633433	BRD-K04633433-001-06-3	LSM-43989	LSM-22860	1
