SM_LINCS_ID	SM_PubChemCID	SM_PubChem_SID
LSM-5991	11219835	177749092
LSM-5998	1893730	177748775
LSM-6005	6196	177749334
LSM-6006	4887	177749374
LSM-6014	46233311	177748979
LSM-6015	67348071	177749456
LSM-6019	71748056	177749463
LSM-6020	10448938	177749382
LSM-6021	667528	177748951
LSM-6024	51695577	177749325
LSM-6025	197895	177749088
LSM-6028	57519512	177748748
LSM-6031	7059505	177749289
LSM-6039	56965896	177748750
LSM-6059	3009355	177748763
LSM-6063	6713942	177749248
LSM-6064	21249869	177749361
LSM-6069	44202844	85794872
LSM-6070	44490226	85796833
LSM-6071	44496732	85803601
LSM-6072	44202487	85799652
LSM-6073	44507986	85815492
LSM-6074	44491899	85798576
LSM-6075	44487472	85793949
LSM-6076	44506826	85813990
LSM-6077	44494668	85801483
LSM-6078	44494352	85801150
LSM-6079	44496174	85803034
LSM-6080	44492069	85798747
LSM-6081	44483946	85790355
LSM-6082	44498818	85805770
LSM-6083	44496217	85803077
LSM-6084	44490782	85797408
LSM-6085	44500706	85807761
LSM-6086	44500453	85807497
LSM-6087	44490415	85797024
LSM-6088	44488016	85794501
LSM-6089	44499873	85806902
LSM-6090	44499516	85806514
LSM-6091	44497484	85804376
LSM-6092	44490897	85797523
LSM-6093	44495386	85802226
LSM-6094	44493967	85800759
LSM-6095	44490262	85796869
LSM-6096	44494839	85801655
LSM-6097	44496236	85803096
LSM-6098	44494873	85801692
LSM-6099	44499735	85806752
LSM-6100	44488191	85794677
LSM-6101	44492451	85799147
LSM-6102	44491342	85797996
LSM-6103	44491953	85798630
LSM-6104	44494360	85801163
LSM-6105	44506804	85813967
LSM-6106	44498225	85805132
LSM-6107	44499704	85806721
LSM-6108	44490371	85796980
LSM-6109	44202744	85805215
LSM-6110	44489173	85795730
LSM-6111	44500411	85807453
LSM-6112	44202529	164337882
LSM-6113	44493914	85800704
LSM-6114	44490342	85796951
LSM-6115	44496612	85803477
LSM-6116	44491394	85798051
LSM-6117	44488783	85795313
LSM-6118	44496255	85803115
LSM-6119	44202276	85796807
LSM-6120	44202057	85796251
LSM-6121	44490464	85797073
LSM-6122	44495351	85802191
LSM-6123	44487032	85793502
LSM-6124	44489319	85795877
LSM-6125	44495291	85802129
LSM-6126	44202691	85806021
LSM-6127	44488204	85794690
LSM-6128	44497469	85804361
LSM-6129	44507961	85815467
LSM-6130	44495615	85802463
LSM-6131	44485655	85792107
LSM-6132	44202935	85811983
LSM-6133	44486428	85792891
LSM-6134	44495777	85802627
LSM-6135	44486180	85792640
LSM-6136	44502813	85809891
LSM-6137	44490830	85797456
LSM-6138	44492448	85799144
LSM-6139	44506705	85813868
LSM-6140	44493466	85800232
LSM-6141	44495835	85802685
LSM-6142	44497912	85804815
LSM-6143	44499430	85806426
LSM-6144	44497549	85804442
LSM-6145	44483723	85790129
LSM-6146	44490330	85796939
LSM-6147	44494883	85801702
LSM-6148	44495852	85802702
LSM-6149	44495181	85802019
LSM-6150	44490437	85797046
LSM-6151	44503361	85810446
LSM-6152	44492456	85799152
LSM-6153	44496299	85803161
LSM-6154	44499583	85806582
LSM-6155	44491473	85798132
LSM-6156	44493436	85800201
LSM-6157	44495699	85802548
LSM-6158	44485039	85791483
LSM-6158	44485039	131410059
LSM-6159	44507983	85815489
LSM-6160	44492440	85799135
LSM-6161	44493933	85800725
LSM-6162	44499565	85806564
LSM-6163	44499061	85806028
LSM-6164	44491888	85798565
LSM-6165	44487024	85793494
LSM-6166	44507435	85814713
LSM-6167	44497048	85803927
LSM-6168	44485578	85792029
LSM-6169	44487439	85793916
LSM-6170	49843374	104170862
LSM-6171	44498441	85805371
LSM-6172	16014494	99222856
LSM-6173	3685735	99222867
LSM-6174	16446678	99222846
LSM-6175	16014341	99222857
LSM-6176	1140585	99222869
LSM-6177	16446868	99222855
LSM-6178	782696	99222851
LSM-6179	2442307	99222849
LSM-6180	2819095	99222847
LSM-6181	46783268	177748629
LSM-6182	483407	177748630
LSM-6184	9883029	177748704
LSM-6185	16220015	177748615
LSM-6186	2878746	177748610
LSM-6189	4014291	164339440
LSM-6191	3565209	164339417
LSM-6192	42594	177748669
LSM-6193	68508601	177748679
LSM-6194	3112437	177748659
LSM-6202	39981	177748648
LSM-6203	67946	177748625
LSM-6207	11249248	177748722
LSM-6208	24905203	177748639
LSM-6219	16759925	177748662
LSM-6222	24857885	99376578
LSM-6223	172813	177748685
LSM-6225	435678	177748723
LSM-6227	6918540	177748646
LSM-6230	10385095	177748670
LSM-6232	11351021	177748880
LSM-6233	817368	177748708
LSM-6236	11455910	177748851
LSM-6239	25195348	177748644
LSM-6240	9840324	177748627
LSM-6241	57354844	177748652
LSM-6244	9797857	177748651
LSM-6245	16747776	177748641
LSM-6246	25021165	177748675
LSM-6247	148198	177748663
LSM-6248	24768935	177748636
LSM-6250	16741245	177748643
LSM-6252	19582717	177748626
LSM-6253	60843	177748645
LSM-6255	25241666	177748661
LSM-6258	159324	177748682
LSM-6259	9935249	177748683
LSM-6260	10322450	177748707
LSM-6263	16720766	177748638
LSM-6264	2871948	177748698
LSM-6265	25154867	177748654
LSM-6267	11238147	177748697
LSM-6270	5288998	177748642
LSM-6271	707029	177748836
LSM-6276	5362422	177748633
LSM-6279	9543513	177748680
LSM-6284	2853753	177748719
LSM-6285	3035714	177748691
LSM-6288	70684	177748613
LSM-6289	2913564	177748676
LSM-6291	11634725	177748878
LSM-6293	3380841	131404622
LSM-6294	16219061	177748620
LSM-6366	2853908	121269786
LSM-6367	24014401	85787442
LSM-6371	2949965	96099452
LSM-6374	6710630	85789295
LSM-6382	4476321	177748711
LSM-6387	6602494	85789136
LSM-6390	4692	99351030
LSM-6420	2872362	85836066
LSM-6425	2998821	115950094
LSM-6434	5702077	85789547
LSM-6437	5033	177748713
LSM-6449	2833	85787604
LSM-6450	3913264	115950091
LSM-6453	2896739	85834465
LSM-6456	1444	177748709
LSM-6457	5702085	85789201
LSM-6458	5702213	85787104
LSM-6460	4003359	115950092
LSM-6464	6708720	85788507
LSM-6476	6708812	85789750
LSM-6478	6708818	85788917
LSM-6499	22955	85843808
LSM-6515	3760	85787908
LSM-6523	2630179	103910866
LSM-6527	231	85788730
LSM-6529	6918878	87457168
LSM-6537	44487206	85793680
LSM-6541	2973	85788480
LSM-6542	24761960	115950070
LSM-6550	31101	85788755
LSM-6553	2353	85787842
LSM-6559	4904	85788391
LSM-6560	44499857	85806885
LSM-6561	6708706	85789567
LSM-6562	44484569	85790999
LSM-6565	9859309	85845066
LSM-6566	5281607	85787360
LSM-6570	44490530	85797154
LSM-6571	4432160	103023222
LSM-6573	77553	85787359
LSM-6574	3763775	121269813
LSM-6576	44485115	85791559
LSM-6578	39468	85787332
LSM-6585	44483523	85789925
LSM-6586	72131	85789687
LSM-6587	44496991	85803868
LSM-6588	260972	103910870
LSM-6595	44497409	85804294
LSM-6598	44826047	89856174
LSM-6601	44487119	85793593
LSM-6603	9476	85788779
LSM-6610	44486410	85792873
LSM-6611	903130	104170342
LSM-6612	44485781	85792233
LSM-6613	2826511	87692485
LSM-6616	4553	85787302
LSM-6617	17581348	99245534
LSM-6618	6842391	104170299
LSM-6620	3157981	87692487
LSM-6622	44490110	85796709
LSM-6625	19009	85787885
LSM-6628	119461	85788105
LSM-6629	44487451	85793928
LSM-6630	44488751	85795281
LSM-6635	44487321	85793796
LSM-6637	9415	85787878
LSM-6638	625772	87692486
LSM-6639	5154	85788580
LSM-6640	44483817	85790224
LSM-6643	442649	85787858
LSM-6647	6739559	85815116
LSM-6648	6759	85789240
LSM-6651	897474	110722972
LSM-6653	6835902	85814973
LSM-6655	26879	85789251
LSM-6656	2446	85789336
LSM-6657	44494269	85801066
LSM-6658	44486382	85792845
LSM-6659	44486991	85793461
LSM-6660	17581618	99245568
LSM-6661	2809486	99245543
LSM-6662	5280442	85788377
LSM-6664	44499449	85806447
LSM-6666	44487559	85794036
LSM-6668	2859231	87692482
LSM-6670	4386	85787443
LSM-6673	5733	85789559
LSM-6674	989617	85834545
LSM-6676	6742221	85814974
LSM-6677	3044486	87692484
LSM-6679	73277	85788079
LSM-6680	136620	85788558
LSM-6683	5326	85788493
LSM-6684	44489738	85796329
LSM-6686	44487483	85793960
LSM-6687	637570	85789361
