SM_LINCS_ID	SM_CENTER_COMPOUND_ID	IDsort
LSM-19439	BRD-K29850806	19439
LSM-19440	BRD-K26844643	19440
LSM-19441	BRD-K36324810	19441
LSM-19442	BRD-A95442017	19442
LSM-19443	BRD-K05462252	19443
LSM-19444	BRD-K48533326	19444
LSM-19445	BRD-K10798676	19445
LSM-19446	BRD-K53547009	19446
LSM-19447	BRD-K58930048	19447
LSM-19448	BRD-K25465939	19448
LSM-19449	BRD-K02866760	19449
LSM-19450	BRD-K49184477	19450
LSM-19451	BRD-A00522887	19451
LSM-19452	BRD-K62325456	19452
LSM-19453	BRD-K51608228	19453
LSM-19454	BRD-A08191729	19454
LSM-19455	BRD-K75130046	19455
LSM-19456	BRD-K98940411	19456
LSM-19457	BRD-K76541957	19457
LSM-19458	BRD-K78217087	19458
LSM-19459	BRD-K26122955	19459
LSM-19460	BRD-K21201014	19460
LSM-19461	BRD-K46124507	19461
LSM-19462	BRD-K66327237	19462
LSM-19463	BRD-K94385157	19463
LSM-19464	BRD-A09115727	19464
LSM-19465	BRD-A47109850	19465
LSM-19466	BRD-K76065617	19466
LSM-19467	BRD-A57762296	19467
LSM-19468	BRD-K29726765	19468
LSM-19469	BRD-K85656316	19469
LSM-19470	BRD-A05883068	19470
LSM-19471	BRD-K88418404	19471
LSM-19472	BRD-K09108485	19472
LSM-19473	BRD-A54490075	19473
LSM-19474	BRD-A52749901	19474
LSM-19475	BRD-A19766589	19475
LSM-19476	BRD-K42181022	19476
LSM-19477	BRD-K50066702	19477
LSM-19478	BRD-K52473839	19478
LSM-19479	BRD-K86232198	19479
LSM-19480	BRD-K14166090	19480
LSM-19481	BRD-K27354087	19481
LSM-19482	BRD-K67950754	19482
LSM-19483	BRD-K51546355	19483
LSM-19484	BRD-K75038426	19484
LSM-19485	BRD-K66870022	19485
LSM-19486	BRD-K03361106	19486
LSM-19487	BRD-K74665927	19487
LSM-19488	BRD-K75164441	19488
LSM-19489	BRD-K81997160	19489
LSM-19490	BRD-K66413698	19490
LSM-19491	BRD-K08702524	19491
LSM-19492	BRD-K65112040	19492
LSM-19493	BRD-K83715372	19493
LSM-19494	BRD-K83270677	19494
LSM-19495	BRD-A07861932	19495
LSM-19496	BRD-K30198800	19496
LSM-19497	BRD-K15742845	19497
LSM-19498	BRD-K59491389	19498
LSM-19499	BRD-A24223049	19499
LSM-19500	BRD-K77490065	19500
LSM-19501	BRD-A94465834	19501
LSM-19502	BRD-K30865566	19502
LSM-19503	BRD-K56381552	19503
LSM-19504	BRD-K75506133	19504
LSM-19505	BRD-K10191318	19505
LSM-19506	BRD-K02241673	19506
LSM-19507	BRD-K18334106	19507
LSM-19508	BRD-A20463452	19508
LSM-19509	BRD-A48228341	19509
LSM-19510	BRD-K10684867	19510
LSM-19511	BRD-K19702946	19511
LSM-19512	BRD-A19962819	19512
LSM-19513	BRD-K38118311	19513
LSM-19514	BRD-A80723361	19514
LSM-19515	BRD-K81954791	19515
LSM-19516	BRD-A41208012	19516
LSM-19517	BRD-A40010674	19517
LSM-19518	BRD-K56013842	19518
LSM-19519	BRD-K17574409	19519
LSM-19520	BRD-K83603369	19520
LSM-19521	BRD-K27949240	19521
LSM-19522	BRD-K10211218	19522
LSM-19523	BRD-K35848924	19523
LSM-19524	BRD-K91148820	19524
LSM-19525	BRD-A03121430	19525
LSM-19526	BRD-K21313369	19526
LSM-19527	BRD-K49292348	19527
LSM-19528	BRD-K21678546	19528
LSM-19529	BRD-K51490301	19529
LSM-19530	BRD-A99445203	19530
LSM-19531	BRD-K49584663	19531
LSM-19532	BRD-K22812176	19532
LSM-19533	BRD-K96758498	19533
LSM-19534	BRD-K22701871	19534
LSM-19535	BRD-K44103530	19535
LSM-19536	BRD-K08723967	19536
LSM-19537	BRD-K71592817	19537
LSM-19538	BRD-K17649115	19538
LSM-19539	BRD-A26165232	19539
LSM-19540	BRD-K21969044	19540
LSM-19541	BRD-K90956468	19541
LSM-19542	BRD-K32191695	19542
LSM-19543	BRD-A90450579	19543
LSM-19544	BRD-K49473928	19544
LSM-19545	BRD-K39858575	19545
LSM-19546	BRD-K66541877	19546
LSM-19547	BRD-K45677957	19547
LSM-19548	BRD-K92378241	19548
LSM-19549	BRD-A20305532	19549
LSM-19550	BRD-K06117861	19550
LSM-19551	BRD-K12035825	19551
LSM-19552	BRD-K30326216	19552
LSM-19553	BRD-K79179851	19553
LSM-19554	BRD-K55104181	19554
LSM-19555	BRD-K61681480	19555
LSM-19556	BRD-K50700697	19556
LSM-19557	BRD-K65441343	19557
LSM-19558	BRD-K08259535	19558
LSM-19559	BRD-K92981306	19559
LSM-19560	BRD-K78074905	19560
LSM-19561	BRD-K60907484	19561
LSM-19562	BRD-A89354030	19562
LSM-19563	BRD-K89650689	19563
LSM-19564	BRD-K49328983	19564
LSM-19565	BRD-K71514806	19565
LSM-19566	BRD-K19770687	19566
LSM-19567	BRD-K67007076	19567
LSM-19568	BRD-K35724671	19568
LSM-19569	BRD-K33775409	19569
LSM-19570	BRD-K83127279	19570
LSM-19571	BRD-A45349889	19571
LSM-19572	BRD-K81322049	19572
LSM-19573	BRD-K93391478	19573
LSM-19574	BRD-K90238417	19574
LSM-19575	BRD-K07350528	19575
LSM-19576	BRD-K24382357	19576
LSM-19577	BRD-A00881124	19577
LSM-19578	BRD-K41798816	19578
LSM-19579	BRD-K18000429	19579
LSM-19580	BRD-K76985713	19580
LSM-19581	BRD-K44799944	19581
LSM-19582	BRD-A03940741	19582
LSM-19583	BRD-K40649636	19583
LSM-19584	BRD-K05261060	19584
LSM-19585	BRD-K23957028	19585
LSM-19586	BRD-A30758703	19586
LSM-19587	BRD-K07160586	19587
LSM-19588	BRD-K42797038	19588
LSM-19589	BRD-K35909757	19589
LSM-19590	BRD-K92712671	19590
LSM-19591	BRD-A07214340	19591
LSM-19592	BRD-K63614330	19592
LSM-19593	BRD-K61247793	19593
LSM-19594	BRD-K13807637	19594
LSM-19595	BRD-K40206099	19595
LSM-19596	BRD-K74948793	19596
LSM-19597	BRD-K81463178	19597
LSM-19598	BRD-K40001470	19598
LSM-19599	BRD-K15620114	19599
LSM-19600	BRD-K21819164	19600
LSM-19601	BRD-K23029982	19601
LSM-19602	BRD-K26200833	19602
LSM-19603	BRD-K08489825	19603
LSM-19604	BRD-K80232129	19604
LSM-19605	BRD-K63299069	19605
LSM-19606	BRD-A89575866	19606
LSM-19607	BRD-K08036779	19607
LSM-19608	BRD-K05471809	19608
LSM-19609	BRD-K12460566	19609
LSM-19610	BRD-K93811242	19610
LSM-19611	BRD-K73523821	19611
LSM-19612	BRD-A98714080	19612
LSM-19613	BRD-K99944747	19613
LSM-19614	BRD-K02065805	19614
LSM-19615	BRD-K32084247	19615
LSM-19616	BRD-K00883748	19616
LSM-19617	BRD-A64774838	19617
LSM-19618	BRD-K07615667	19618
LSM-19619	BRD-K09366011	19619
LSM-19620	BRD-K66717300	19620
LSM-19621	BRD-K38536183	19621
LSM-19622	BRD-A17635048	19622
LSM-19623	BRD-K22185032	19623
LSM-19624	BRD-K30217326	19624
LSM-19625	BRD-K54850621	19625
LSM-19626	BRD-K24532125	19626
LSM-19627	BRD-K98772859	19627
LSM-19628	BRD-A75607876	19628
LSM-19629	BRD-K11342801	19629
LSM-19630	BRD-K01377768	19630
LSM-19631	BRD-K09878843	19631
LSM-19632	BRD-A36938160	19632
LSM-19633	BRD-K89278382	19633
LSM-19634	BRD-K23196166	19634
LSM-19635	BRD-K01314849	19635
LSM-19636	BRD-K45969405	19636
LSM-19637	BRD-K41620124	19637
LSM-19638	BRD-A28219573	19638
LSM-19639	BRD-A11350423	19639
LSM-19640	BRD-A74615450	19640
LSM-19641	BRD-K50092006	19641
LSM-19642	BRD-K32881384	19642
LSM-19643	BRD-A54389315	19643
LSM-19644	BRD-K90797575	19644
LSM-19645	BRD-A57474391	19645
LSM-19646	BRD-A01717111	19646
LSM-19647	BRD-K74688087	19647
LSM-19648	BRD-K06489778	19648
LSM-19649	BRD-K22063616	19649
LSM-19650	BRD-A16313205	19650
LSM-19651	BRD-K30963311	19651
LSM-19652	BRD-A41183160	19652
LSM-19653	BRD-K86074537	19653
LSM-19654	BRD-K84314542	19654
LSM-19655	BRD-A43525162	19655
LSM-19656	BRD-K02193775	19656
LSM-19657	BRD-K61048870	19657
LSM-19658	BRD-K97503114	19658
LSM-19659	BRD-A65744491	19659
LSM-19660	BRD-K14750527	19660
LSM-19661	BRD-K88387273	19661
LSM-19662	BRD-K50368950	19662
LSM-19663	BRD-A55849588	19663
LSM-19664	BRD-A74145933	19664
LSM-19665	BRD-K16268342	19665
LSM-19666	BRD-K42187320	19666
LSM-19667	BRD-A53329279	19667
LSM-19668	BRD-K08766593	19668
LSM-19669	BRD-K81231356	19669
LSM-19670	BRD-K95689834	19670
LSM-19671	BRD-K17354218	19671
LSM-19672	BRD-K29812820	19672
LSM-19673	BRD-K35939488	19673
LSM-19674	BRD-K82472823	19674
LSM-19675	BRD-K34878279	19675
LSM-19676	BRD-A32683230	19676
LSM-19677	BRD-A12099246	19677
LSM-19678	BRD-K22786878	19678
LSM-19679	BRD-K23386514	19679
LSM-19680	BRD-K83812424	19680
LSM-19681	BRD-K42951535	19681
LSM-19682	BRD-K65120544	19682
LSM-19683	BRD-K95611884	19683
LSM-19684	BRD-A88152287	19684
LSM-19685	BRD-K14398941	19685
LSM-19686	BRD-K48835585	19686
LSM-19687	BRD-A86178620	19687
LSM-19688	BRD-K00702340	19688
LSM-19689	BRD-K62395412	19689
LSM-19690	BRD-K10891398	19690
LSM-19691	BRD-K47390060	19691
LSM-19692	BRD-K81983958	19692
LSM-19693	BRD-K19521873	19693
LSM-19694	BRD-A93424839	19694
LSM-19695	BRD-K83609118	19695
LSM-19696	BRD-K12134293	19696
LSM-19697	BRD-K49696611	19697
LSM-19698	BRD-A11876386	19698
LSM-19699	BRD-K38356122	19699
LSM-19700	BRD-K03052940	19700
LSM-19701	BRD-K24789882	19701
LSM-19702	BRD-A99292874	19702
LSM-19703	BRD-K82067189	19703
LSM-19704	BRD-K30927891	19704
LSM-19705	BRD-K96260120	19705
LSM-19706	BRD-K61510221	19706
LSM-19707	BRD-K17547515	19707
LSM-19708	BRD-K56918039	19708
LSM-19709	BRD-K45681478	19709
LSM-19710	BRD-K80538994	19710
LSM-19711	BRD-K47266385	19711
LSM-19712	BRD-A01621189	19712
LSM-19713	BRD-K00371968	19713
LSM-19714	BRD-A49904853	19714
LSM-19715	BRD-A70582390	19715
LSM-19716	BRD-A85862535	19716
LSM-19717	BRD-K92270144	19717
LSM-19718	BRD-K36707664	19718
LSM-19719	BRD-K06875540	19719
LSM-19720	BRD-K83864336	19720
LSM-19721	BRD-K62028970	19721
LSM-19722	BRD-A82454997	19722
LSM-19723	BRD-K43807109	19723
LSM-19724	BRD-K44812364	19724
LSM-19725	BRD-A70929655	19725
LSM-19726	BRD-K78888983	19726
LSM-19727	BRD-K39170655	19727
LSM-19728	BRD-K60313259	19728
LSM-19729	BRD-K44620838	19729
LSM-19730	BRD-K51084610	19730
LSM-19731	BRD-A23557927	19731
LSM-19732	BRD-K99377280	19732
LSM-19733	BRD-K16161057	19733
LSM-19734	BRD-K12515507	19734
LSM-19735	BRD-K68658754	19735
LSM-19736	BRD-K98538070	19736
LSM-19737	BRD-K26838048	19737
LSM-19738	BRD-K06265313	19738
LSM-19739	BRD-K78692447	19739
LSM-19740	BRD-K10417890	19740
LSM-19741	BRD-A43352149	19741
LSM-19742	BRD-K88952328	19742
LSM-19743	BRD-K80811151	19743
LSM-19744	BRD-K42764993	19744
LSM-19745	BRD-K07149243	19745
LSM-19746	BRD-K29783983	19746
LSM-19747	BRD-A70067232	19747
LSM-19748	BRD-A22481213	19748
LSM-19749	BRD-K53993052	19749
LSM-19750	BRD-K73284856	19750
LSM-19751	BRD-K00370245	19751
LSM-19752	BRD-A49317233	19752
LSM-19753	BRD-K35074036	19753
LSM-19754	BRD-A97361070	19754
LSM-19755	BRD-A48883036	19755
LSM-19756	BRD-A31306003	19756
LSM-19757	BRD-K42090902	19757
LSM-19758	BRD-K50842549	19758
LSM-19759	BRD-K54043015	19759
LSM-19760	BRD-K96385839	19760
LSM-19761	BRD-K94683388	19761
LSM-19762	BRD-K54733859	19762
LSM-19763	BRD-K67445143	19763
LSM-19764	BRD-K74718509	19764
LSM-19765	BRD-K64642958	19765
LSM-19766	BRD-K63767506	19766
LSM-19767	BRD-K30647015	19767
LSM-19768	BRD-K50977765	19768
LSM-19769	BRD-K15595730	19769
LSM-19770	BRD-K09971865	19770
LSM-19771	BRD-A15053993	19771
LSM-19772	BRD-K76263047	19772
LSM-19773	BRD-K31788464	19773
LSM-19774	BRD-K91211435	19774
LSM-19775	BRD-K59572954	19775
LSM-19776	BRD-A10320401	19776
LSM-19777	BRD-A58214621	19777
LSM-19778	BRD-A24316989	19778
LSM-19779	BRD-K33027065	19779
LSM-19780	BRD-K02569961	19780
LSM-19781	BRD-K49039795	19781
LSM-19782	BRD-K41845062	19782
LSM-19783	BRD-K38777862	19783
LSM-19784	BRD-K57654708	19784
LSM-19785	BRD-A13299435	19785
LSM-19786	BRD-K71419333	19786
LSM-19787	BRD-K58538309	19787
LSM-19788	BRD-A62995832	19788
LSM-19789	BRD-K53900378	19789
LSM-19790	BRD-K95206601	19790
LSM-19791	BRD-K14254115	19791
LSM-19792	BRD-K76847450	19792
LSM-19793	BRD-K84883878	19793
LSM-19794	BRD-K63077971	19794
LSM-19795	BRD-K85358503	19795
LSM-19796	BRD-K58826199	19796
LSM-19797	BRD-K61827190	19797
LSM-19798	BRD-K74285537	19798
LSM-19799	BRD-K16227926	19799
LSM-19800	BRD-A30481655	19800
LSM-19801	BRD-K83572617	19801
LSM-19802	BRD-K02286723	19802
LSM-19803	BRD-K52944702	19803
LSM-19804	BRD-K56768746	19804
LSM-19805	BRD-A04287036	19805
LSM-19806	BRD-K05016999	19806
LSM-19807	BRD-A93421946	19807
LSM-19808	BRD-K89584657	19808
LSM-19809	BRD-K43108438	19809
LSM-19810	BRD-K11727348	19810
LSM-19811	BRD-K97956920	19811
LSM-19812	BRD-K06961060	19812
LSM-19813	BRD-K97803332	19813
LSM-19814	BRD-K73857962	19814
LSM-19815	BRD-K38868564	19815
LSM-19816	BRD-A92841773	19816
LSM-19817	BRD-K29671198	19817
LSM-19818	BRD-K01356889	19818
LSM-19819	BRD-K98186731	19819
LSM-19820	BRD-K36728438	19820
LSM-19821	BRD-K75838157	19821
LSM-19822	BRD-K74963702	19822
LSM-19823	BRD-K20372010	19823
LSM-19824	BRD-K28584157	19824
LSM-19825	BRD-K10182157	19825
LSM-19826	BRD-K38082795	19826
LSM-19827	BRD-K03810962	19827
LSM-19828	BRD-K53829711	19828
LSM-19829	BRD-K66869427	19829
LSM-19830	BRD-K57357304	19830
LSM-19831	BRD-K75435004	19831
LSM-19832	BRD-K27809274	19832
LSM-19833	BRD-K46216175	19833
LSM-19834	BRD-A16737060	19834
LSM-19835	BRD-K34531703	19835
LSM-19836	BRD-K71089100	19836
LSM-19837	BRD-K73164622	19837
LSM-19838	BRD-K41385233	19838
LSM-19839	BRD-K78349294	19839
LSM-19840	BRD-K99555378	19840
LSM-19841	BRD-K10761095	19841
LSM-19842	BRD-K47210188	19842
LSM-19843	BRD-K08213846	19843
LSM-19844	BRD-K58665933	19844
LSM-19845	BRD-A36141702	19845
LSM-19846	BRD-K57424282	19846
LSM-19847	BRD-K22295982	19847
LSM-19848	BRD-K75585694	19848
LSM-19849	BRD-K60421635	19849
LSM-19850	BRD-K21261751	19850
LSM-19851	BRD-A81465433	19851
LSM-19852	BRD-K08634056	19852
LSM-19853	BRD-K50305779	19853
LSM-19854	BRD-K30586672	19854
LSM-19855	BRD-K56566959	19855
LSM-19856	BRD-K59564804	19856
LSM-19857	BRD-K66736913	19857
LSM-19858	BRD-K92634926	19858
LSM-19859	BRD-K73857162	19859
LSM-19860	BRD-A38105772	19860
LSM-19861	BRD-K27791603	19861
LSM-19862	BRD-A83035589	19862
LSM-19863	BRD-K88591984	19863
LSM-19864	BRD-K83793715	19864
LSM-19865	BRD-K54625745	19865
LSM-19866	BRD-K36086149	19866
LSM-19867	BRD-A21023809	19867
LSM-19868	BRD-A43077378	19868
LSM-19869	BRD-A92605422	19869
LSM-19870	BRD-K11023698	19870
LSM-19871	BRD-K10135134	19871
LSM-19872	BRD-K07391518	19872
LSM-19873	BRD-K92758664	19873
LSM-19874	BRD-A35141474	19874
LSM-19875	BRD-K49121935	19875
LSM-19876	BRD-A54970395	19876
LSM-19877	BRD-A04544673	19877
LSM-19878	BRD-A50170005	19878
LSM-19879	BRD-K78971503	19879
LSM-19880	BRD-K14581814	19880
LSM-19881	BRD-A41503323	19881
LSM-19882	BRD-A36378415	19882
LSM-19883	BRD-K66741437	19883
LSM-19884	BRD-K20876925	19884
LSM-19885	BRD-K98154140	19885
LSM-19886	BRD-K46769311	19886
LSM-19887	BRD-K69610429	19887
LSM-19888	BRD-K35363254	19888
LSM-19889	BRD-K18980064	19889
LSM-19890	BRD-K33065755	19890
LSM-19891	BRD-K25408256	19891
LSM-19892	BRD-K15225658	19892
LSM-19893	BRD-A78935426	19893
LSM-19894	BRD-A02763478	19894
LSM-19895	BRD-K06476085	19895
LSM-19896	BRD-K39466210	19896
LSM-19897	BRD-K48965155	19897
LSM-19898	BRD-K51942399	19898
LSM-19899	BRD-K80073320	19899
LSM-19900	BRD-K12883524	19900
LSM-19901	BRD-K60283369	19901
LSM-19902	BRD-A75900990	19902
LSM-19903	BRD-K84884867	19903
LSM-19904	BRD-A39435053	19904
LSM-19905	BRD-K38697614	19905
LSM-19906	BRD-A20951169	19906
LSM-19907	BRD-K73622825	19907
LSM-19908	BRD-K41233271	19908
LSM-19909	BRD-K06223907	19909
LSM-19910	BRD-K64418292	19910
LSM-19911	BRD-K62545744	19911
LSM-19912	BRD-K25936235	19912
LSM-19913	BRD-K82965961	19913
LSM-19914	BRD-K25751806	19914
LSM-19915	BRD-K88480566	19915
LSM-19916	BRD-K30251703	19916
LSM-19917	BRD-K29098242	19917
LSM-19918	BRD-A07531474	19918
LSM-19919	BRD-K59554004	19919
LSM-19920	BRD-K07524913	19920
LSM-19921	BRD-A69756736	19921
LSM-19922	BRD-K18860759	19922
LSM-19923	BRD-K74221467	19923
LSM-19924	BRD-K53002688	19924
LSM-19925	BRD-K61250257	19925
LSM-19926	BRD-K56060238	19926
LSM-19927	BRD-K23337016	19927
LSM-19928	BRD-K67566330	19928
LSM-19929	BRD-K69690115	19929
LSM-19930	BRD-K07593260	19930
LSM-19931	BRD-K27987544	19931
LSM-19932	BRD-K97039393	19932
LSM-19933	BRD-K98531780	19933
LSM-19934	BRD-K99661296	19934
LSM-19935	BRD-A67824061	19935
LSM-19936	BRD-A82925153	19936
LSM-19937	BRD-K92404381	19937
LSM-19938	BRD-K16503458	19938
LSM-19939	BRD-K01655314	19939
LSM-19940	BRD-K93343630	19940
LSM-19941	BRD-K79320680	19941
LSM-19942	BRD-K84866940	19942
LSM-19943	BRD-K76072018	19943
LSM-19944	BRD-K26424592	19944
LSM-19945	BRD-K99250163	19945
LSM-19946	BRD-K56862573	19946
LSM-19947	BRD-A99639428	19947
LSM-19948	BRD-K78701426	19948
LSM-19949	BRD-K17735587	19949
LSM-19950	BRD-K45900731	19950
LSM-19951	BRD-K63859705	19951
LSM-19952	BRD-K18319068	19952
LSM-19953	BRD-K12336887	19953
LSM-19954	BRD-K02070226	19954
LSM-19955	BRD-K02900412	19955
LSM-19956	BRD-K17040651	19956
LSM-19957	BRD-K09100418	19957
LSM-19958	BRD-K16695519	19958
LSM-19959	BRD-K12175788	19959
LSM-19960	BRD-K11612998	19960
LSM-19961	BRD-K07396820	19961
LSM-19962	BRD-K17223896	19962
LSM-19963	BRD-K13265046	19963
LSM-19964	BRD-A97152619	19964
LSM-19965	BRD-K03470412	19965
LSM-19966	BRD-K10171338	19966
LSM-19967	BRD-K07565511	19967
LSM-19968	BRD-K11258719	19968
LSM-19969	BRD-K15957397	19969
LSM-19970	BRD-K10990317	19970
LSM-19971	BRD-K01824921	19971
LSM-19972	BRD-K02548315	19972
LSM-19973	BRD-K05475322	19973
LSM-19974	BRD-K02671211	19974
LSM-19975	BRD-K10505056	19975
LSM-19976	BRD-K10385824	19976
LSM-19977	BRD-K14262397	19977
LSM-19978	BRD-K00141480	19978
LSM-19979	BRD-K08199068	19979
LSM-19980	BRD-K15424032	19980
LSM-19981	BRD-K08618283	19981
LSM-19982	BRD-K03564313	19982
LSM-19983	BRD-K08939002	19983
LSM-19984	BRD-K05977380	19984
LSM-19985	BRD-K12345912	19985
LSM-19986	BRD-K00313803	19986
LSM-19987	BRD-K13959223	19987
LSM-19988	BRD-K01473791	19988
LSM-19989	BRD-K12630395	19989
LSM-19990	BRD-K14520048	19990
LSM-19991	BRD-K16598630	19991
LSM-19992	BRD-K09203354	19992
LSM-19993	BRD-K02965577	19993
LSM-19994	BRD-K00676343	19994
LSM-19995	BRD-K16474819	19995
LSM-19996	BRD-A98888138	19996
LSM-19997	BRD-K01416914	19997
LSM-19998	BRD-K18172896	19998
LSM-19999	BRD-K18149487	19999
LSM-20000	BRD-K12568846	20000
LSM-20001	BRD-K12968785	20001
LSM-20002	BRD-K14359826	20002
LSM-20003	BRD-K06439119	20003
LSM-20004	BRD-K08493205	20004
LSM-20005	BRD-K08219523	20005
LSM-20006	BRD-K98301999	20006
LSM-20007	BRD-K94247332	20007
LSM-20008	BRD-K43282617	20008
LSM-20009	BRD-K80176886	20009
LSM-20010	BRD-K63364685	20010
LSM-20011	BRD-K42757676	20011
LSM-20012	BRD-K74537058	20012
LSM-20013	BRD-K65633211	20013
LSM-20014	BRD-K51790412	20014
LSM-20015	BRD-K69147598	20015
LSM-20016	BRD-K54362440	20016
LSM-20017	BRD-K16966765	20017
LSM-20018	BRD-K12440228	20018
LSM-20019	BRD-K95114614	20019
LSM-20020	BRD-K33016067	20020
LSM-20021	BRD-K08220319	20021
LSM-20022	BRD-K90858591	20022
LSM-20023	BRD-K02624724	20023
LSM-20024	BRD-K26552461	20024
LSM-20025	BRD-K01922054	20025
LSM-20026	BRD-K62202988	20026
LSM-20027	BRD-K60517939	20027
LSM-20028	BRD-K09261031	20028
LSM-20029	BRD-K14431723	20029
LSM-20030	BRD-K76661445	20030
LSM-20031	BRD-K35142716	20031
LSM-20032	BRD-K66963756	20032
LSM-20033	BRD-K67586245	20033
LSM-20034	BRD-K98758203	20034
LSM-20035	BRD-K20454972	20035
LSM-20036	BRD-K22189231	20036
LSM-20037	BRD-K88156935	20037
LSM-20038	BRD-K11105500	20038
LSM-20039	BRD-K84775364	20039
LSM-20040	BRD-K83946740	20040
LSM-20041	BRD-K52157065	20041
LSM-20042	BRD-K74267000	20042
LSM-20043	BRD-K80816131	20043
LSM-20044	BRD-K24167233	20044
LSM-20045	BRD-K34360192	20045
LSM-20046	BRD-K66993610	20046
LSM-20047	BRD-K91361836	20047
LSM-20048	BRD-K11705648	20048
LSM-20049	BRD-K01894374	20049
LSM-20050	BRD-K51399866	20050
LSM-20051	BRD-K37131263	20051
LSM-20052	BRD-K38980456	20052
LSM-20053	BRD-K07605157	20053
LSM-20054	BRD-K11247495	20054
LSM-20055	BRD-K61168987	20055
LSM-20056	BRD-K99034771	20056
LSM-20057	BRD-K94775036	20057
LSM-20058	BRD-K43341819	20058
LSM-20059	BRD-K22504397	20059
LSM-20060	BRD-K44328896	20060
LSM-20061	BRD-K75844451	20061
LSM-20062	BRD-K31748787	20062
LSM-20063	BRD-K20525312	20063
LSM-20064	BRD-K92167240	20064
LSM-20065	BRD-K78789413	20065
LSM-20066	BRD-K80166820	20066
LSM-20067	BRD-K70286959	20067
LSM-20068	BRD-K89967940	20068
LSM-20069	BRD-K83481256	20069
LSM-20070	BRD-K87815532	20070
LSM-20071	BRD-K35964249	20071
LSM-20072	BRD-K17753765	20072
LSM-20073	BRD-K20373726	20073
LSM-20074	BRD-K18637162	20074
LSM-20075	BRD-K20906316	20075
LSM-20076	BRD-K40724407	20076
LSM-20077	BRD-K07802542	20077
LSM-20078	BRD-K35693854	20078
LSM-20079	BRD-K94742710	20079
LSM-20080	BRD-K86004174	20080
LSM-20081	BRD-K11010670	20081
LSM-20082	BRD-K52190624	20082
LSM-20083	BRD-K38282015	20083
LSM-20084	BRD-K80724972	20084
LSM-20085	BRD-K28874552	20085
LSM-20086	BRD-K41875112	20086
LSM-20087	BRD-K99702099	20087
LSM-20088	BRD-K57200567	20088
LSM-20089	BRD-K17420784	20089
LSM-20090	BRD-K33269038	20090
LSM-20091	BRD-K03654379	20091
LSM-20092	BRD-K80880506	20092
LSM-20093	BRD-K46149455	20093
LSM-20094	BRD-K47883435	20094
LSM-20095	BRD-K99036206	20095
LSM-20096	BRD-K76176797	20096
LSM-20097	BRD-K00463125	20097
LSM-20098	BRD-K32472782	20098
LSM-20099	BRD-K93830491	20099
LSM-20100	BRD-K72519622	20100
LSM-20101	BRD-K04155570	20101
LSM-20102	BRD-K78500251	20102
LSM-20103	BRD-K36132544	20103
LSM-20104	BRD-K57497543	20104
LSM-20105	BRD-K81400584	20105
LSM-20106	BRD-K96987864	20106
LSM-20107	BRD-K92059157	20107
LSM-20108	BRD-K56126872	20108
LSM-20109	BRD-K40318276	20109
LSM-20110	BRD-K49424866	20110
LSM-20111	BRD-K73681382	20111
LSM-20112	BRD-K66735566	20112
LSM-20113	BRD-K11675166	20113
LSM-20114	BRD-K65178566	20114
LSM-20115	BRD-K48294384	20115
LSM-20116	BRD-K93496326	20116
LSM-20117	BRD-K30117087	20117
LSM-20118	BRD-K23598860	20118
LSM-20119	BRD-K19020285	20119
LSM-20120	BRD-K82376876	20120
LSM-20121	BRD-K42828928	20121
LSM-20122	BRD-K67874412	20122
LSM-20123	BRD-K90019187	20123
LSM-20124	BRD-K38861721	20124
LSM-20125	BRD-K77594363	20125
LSM-20126	BRD-K64537490	20126
LSM-20127	BRD-K63468420	20127
LSM-20128	BRD-K21620541	20128
LSM-20129	BRD-K63779242	20129
LSM-20130	BRD-K54948591	20130
LSM-20131	BRD-K43298189	20131
LSM-20132	BRD-K26231789	20132
LSM-20133	BRD-K41717353	20133
LSM-20134	BRD-K91490997	20134
LSM-20135	BRD-K18984088	20135
LSM-20136	BRD-K75845970	20136
LSM-20137	BRD-K28339544	20137
LSM-20138	BRD-K66580188	20138
LSM-20139	BRD-K71755682	20139
LSM-20140	BRD-K22280519	20140
LSM-20141	BRD-K03067757	20141
LSM-20142	BRD-K08504955	20142
LSM-20143	BRD-K07895476	20143
LSM-20144	BRD-K71742655	20144
LSM-20145	BRD-K29083370	20145
LSM-20146	BRD-K82768815	20146
LSM-20147	BRD-K98223571	20147
LSM-20148	BRD-K30633507	20148
LSM-20149	BRD-K80439500	20149
LSM-20150	BRD-K00509183	20150
LSM-20151	BRD-K74150320	20151
LSM-20152	BRD-K44139185	20152
LSM-20153	BRD-K67522096	20153
LSM-20154	BRD-K81586131	20154
LSM-20155	BRD-K26169592	20155
LSM-20156	BRD-K36002293	20156
LSM-20157	BRD-K16826019	20157
LSM-20158	BRD-K08476323	20158
LSM-20159	BRD-K48459037	20159
LSM-20160	BRD-K90485414	20160
LSM-20161	BRD-K75967530	20161
LSM-20162	BRD-K99100679	20162
LSM-20163	BRD-K81992781	20163
LSM-20164	BRD-K00135177	20164
LSM-20165	BRD-K84790105	20165
LSM-20166	BRD-K48987279	20166
LSM-20167	BRD-K75325409	20167
LSM-20168	BRD-K67632894	20168
LSM-20169	BRD-K20039572	20169
LSM-20170	BRD-K10048365	20170
LSM-20171	BRD-K19580273	20171
LSM-20172	BRD-K00773626	20172
LSM-20173	BRD-K14251637	20173
