SM_LINCS_ID	SM_CENTER_COMPOUND_ID	IDsort
LSM-20174	BRD-K99800590	20174
LSM-20175	BRD-K27782186	20175
LSM-20176	BRD-K62888534	20176
LSM-20177	BRD-K85162396	20177
LSM-20178	BRD-K22420708	20178
LSM-20179	BRD-K03821002	20179
LSM-20180	BRD-K36848506	20180
LSM-20181	BRD-K19429335	20181
LSM-20182	BRD-K31300534	20182
LSM-20183	BRD-K19830171	20183
LSM-20184	BRD-K42976515	20184
LSM-20185	BRD-K01100412	20185
LSM-20186	BRD-K54247106	20186
LSM-20187	BRD-K32918816	20187
LSM-20188	BRD-K47098496	20188
LSM-20189	BRD-K79370508	20189
LSM-20190	BRD-K99978187	20190
LSM-20191	BRD-K15898103	20191
LSM-20192	BRD-K08829593	20192
LSM-20193	BRD-K27320944	20193
LSM-20194	BRD-K57035236	20194
LSM-20195	BRD-K67626198	20195
LSM-20196	BRD-K92929998	20196
LSM-20197	BRD-K07667606	20197
LSM-20198	BRD-K07300437	20198
LSM-20199	BRD-K07939054	20199
LSM-20200	BRD-K16190564	20200
LSM-20201	BRD-K42126155	20201
LSM-20202	BRD-K82102697	20202
LSM-20203	BRD-K84761515	20203
LSM-20204	BRD-K39020351	20204
LSM-20205	BRD-K74927219	20205
LSM-20206	BRD-K67484361	20206
LSM-20207	BRD-K54657536	20207
LSM-20208	BRD-K05050615	20208
LSM-20209	BRD-K75206048	20209
LSM-20210	BRD-K08903301	20210
LSM-20211	BRD-K25203350	20211
LSM-20212	BRD-K39223744	20212
LSM-20213	BRD-K84118789	20213
LSM-20214	BRD-K52956006	20214
LSM-20215	BRD-K69854611	20215
LSM-20216	BRD-K76088420	20216
LSM-20217	BRD-K63383299	20217
LSM-20218	BRD-K19310540	20218
LSM-20219	BRD-K99116119	20219
LSM-20220	BRD-K27352194	20220
LSM-20221	BRD-K26393435	20221
LSM-20222	BRD-K36190163	20222
LSM-20223	BRD-K36718828	20223
LSM-20224	BRD-K28488100	20224
LSM-20225	BRD-K88590066	20225
LSM-20226	BRD-K02362691	20226
LSM-20227	BRD-K19231873	20227
LSM-20228	BRD-K92398088	20228
LSM-20229	BRD-K64581877	20229
LSM-20230	BRD-K28093873	20230
LSM-20231	BRD-K81568980	20231
LSM-20232	BRD-K24109044	20232
LSM-20233	BRD-K13336710	20233
LSM-20234	BRD-K19474742	20234
LSM-20235	BRD-K20284960	20235
LSM-20236	BRD-K04181823	20236
LSM-20237	BRD-K14970242	20237
LSM-20238	BRD-K95153342	20238
LSM-20239	BRD-K51791049	20239
LSM-20240	BRD-K92826631	20240
LSM-20241	BRD-K28140275	20241
LSM-20242	BRD-K12281552	20242
LSM-20243	BRD-K70819166	20243
LSM-20244	BRD-K21955896	20244
LSM-20245	BRD-K59188100	20245
LSM-20246	BRD-K04980212	20246
LSM-20247	BRD-K13089873	20247
LSM-20248	BRD-K31883758	20248
LSM-20249	BRD-K01478290	20249
LSM-20250	BRD-K60760423	20250
LSM-20251	BRD-K42150052	20251
LSM-20252	BRD-K39099034	20252
LSM-20253	BRD-K74834319	20253
LSM-20254	BRD-K02602127	20254
LSM-20255	BRD-K52152765	20255
LSM-20256	BRD-K96745500	20256
LSM-20257	BRD-K53198140	20257
LSM-20258	BRD-K28848179	20258
LSM-20259	BRD-K97052218	20259
LSM-20260	BRD-K80462316	20260
LSM-20261	BRD-K77541177	20261
LSM-20262	BRD-K16862318	20262
LSM-20263	BRD-K49745983	20263
LSM-20264	BRD-K87277021	20264
LSM-20265	BRD-K14216332	20265
LSM-20266	BRD-K64376499	20266
LSM-20267	BRD-K10027041	20267
LSM-20268	BRD-K36393312	20268
LSM-20269	BRD-K11259871	20269
LSM-20270	BRD-K17384993	20270
LSM-20271	BRD-K72468471	20271
LSM-20272	BRD-K46082587	20272
LSM-20273	BRD-K03875473	20273
LSM-20274	BRD-K61020385	20274
LSM-20275	BRD-K37433647	20275
LSM-20276	BRD-K77782946	20276
LSM-20277	BRD-K01096898	20277
LSM-20278	BRD-K59445060	20278
LSM-20279	BRD-K25600773	20279
LSM-20280	BRD-K26184956	20280
LSM-20281	BRD-K34318928	20281
LSM-20282	BRD-K72792753	20282
LSM-20283	BRD-K96069147	20283
LSM-20284	BRD-K76755163	20284
LSM-20285	BRD-K87092114	20285
LSM-20286	BRD-K92009052	20286
LSM-20287	BRD-K82922770	20287
LSM-20288	BRD-K56401968	20288
LSM-20289	BRD-K64811593	20289
LSM-20290	BRD-K77892726	20290
LSM-20291	BRD-K81169734	20291
LSM-20292	BRD-K30533903	20292
LSM-20293	BRD-K32537206	20293
LSM-20294	BRD-K54265757	20294
LSM-20295	BRD-K94360146	20295
LSM-20296	BRD-K52223190	20296
LSM-20297	BRD-K04614055	20297
LSM-20298	BRD-K50617795	20298
LSM-20299	BRD-K91268803	20299
LSM-20300	BRD-K96978561	20300
LSM-20301	BRD-K94616959	20301
LSM-20302	BRD-K64434200	20302
LSM-20303	BRD-K00323141	20303
LSM-20304	BRD-K93335719	20304
LSM-20305	BRD-K03191078	20305
LSM-20306	BRD-K09767767	20306
LSM-20307	BRD-K05501176	20307
LSM-20308	BRD-K12384030	20308
LSM-20309	BRD-K86288396	20309
LSM-20310	BRD-K89687419	20310
LSM-20311	BRD-K83942575	20311
LSM-20312	BRD-K21838437	20312
LSM-20313	BRD-K41731186	20313
LSM-20314	BRD-K46655163	20314
LSM-20315	BRD-K46820725	20315
LSM-20316	BRD-K31939603	20316
LSM-20317	BRD-K21137917	20317
LSM-20318	BRD-K27256143	20318
LSM-20319	BRD-K72675584	20319
LSM-20320	BRD-K12555854	20320
LSM-20321	BRD-K05001008	20321
LSM-20322	BRD-K13225050	20322
LSM-20323	BRD-K15833017	20323
LSM-20324	BRD-K18314863	20324
LSM-20325	BRD-K26349294	20325
LSM-20326	BRD-K17307631	20326
LSM-20327	BRD-K86378149	20327
LSM-20328	BRD-K98654959	20328
LSM-20329	BRD-K09051701	20329
LSM-20330	BRD-K17003505	20330
LSM-20331	BRD-K76539182	20331
LSM-20332	BRD-K05946362	20332
LSM-20333	BRD-K89845601	20333
LSM-20334	BRD-K71379001	20334
LSM-20335	BRD-K16768849	20335
LSM-20336	BRD-K16059342	20336
LSM-20337	BRD-K68452563	20337
LSM-20338	BRD-K87488056	20338
LSM-20339	BRD-K14439837	20339
LSM-20340	BRD-K20915411	20340
LSM-20341	BRD-K87965790	20341
LSM-20342	BRD-K24531387	20342
LSM-20343	BRD-K49513975	20343
LSM-20344	BRD-K96526318	20344
LSM-20345	BRD-K45077223	20345
LSM-20346	BRD-K31724839	20346
LSM-20347	BRD-A90304422	20347
LSM-20348	BRD-K44464569	20348
LSM-20349	BRD-A71055325	20349
LSM-20350	BRD-K94462582	20350
LSM-20351	BRD-K41189457	20351
LSM-20352	BRD-K75287229	20352
LSM-20353	BRD-A95386002	20353
LSM-20354	BRD-A41502700	20354
LSM-20355	BRD-A64031152	20355
LSM-20356	BRD-K32436612	20356
LSM-20357	BRD-K66535388	20357
LSM-20358	BRD-K07956450	20358
LSM-20359	BRD-K98289084	20359
LSM-20360	BRD-K36446555	20360
LSM-20361	BRD-A85140454	20361
LSM-20362	BRD-K28964801	20362
LSM-20363	BRD-A01886227	20363
LSM-20364	BRD-K33972619	20364
LSM-20365	BRD-A78063780	20365
LSM-20366	BRD-K61671995	20366
LSM-20367	BRD-K40965700	20367
LSM-20368	BRD-K67644391	20368
LSM-20369	BRD-K21145934	20369
LSM-20370	BRD-K64260848	20370
LSM-20371	BRD-A00595016	20371
LSM-20372	BRD-K43050344	20372
LSM-20373	BRD-K53216036	20373
LSM-20374	BRD-K19092030	20374
LSM-20375	BRD-A50771566	20375
LSM-20376	BRD-A24064662	20376
LSM-20377	BRD-K47115439	20377
LSM-20378	BRD-K71537388	20378
LSM-20379	BRD-K23236192	20379
LSM-20380	BRD-K45230280	20380
LSM-20381	BRD-A34261988	20381
LSM-20382	BRD-K83996830	20382
LSM-20383	BRD-K67772763	20383
LSM-20384	BRD-K73316987	20384
LSM-20385	BRD-A68186173	20385
LSM-20386	BRD-K75801280	20386
LSM-20387	BRD-K56381606	20387
LSM-20388	BRD-K30898665	20388
LSM-20389	BRD-K22629349	20389
LSM-20390	BRD-K93883950	20390
LSM-20391	BRD-K97595393	20391
LSM-20392	BRD-K51163654	20392
LSM-20393	BRD-K80326605	20393
LSM-20394	BRD-K11532823	20394
LSM-20395	BRD-K71993173	20395
LSM-20396	BRD-K56342086	20396
LSM-20397	BRD-K68025464	20397
LSM-20398	BRD-K51669773	20398
LSM-20399	BRD-K27874359	20399
LSM-20400	BRD-K68749322	20400
LSM-20401	BRD-K22275564	20401
LSM-20402	BRD-K66492511	20402
LSM-20403	BRD-K25407876	20403
LSM-20404	BRD-K14593914	20404
LSM-20405	BRD-K54937281	20405
LSM-20406	BRD-K80481344	20406
LSM-20407	BRD-A11225902	20407
LSM-20408	BRD-K73220266	20408
LSM-20409	BRD-K16528326	20409
LSM-20410	BRD-K19406336	20410
LSM-20411	BRD-A81781867	20411
LSM-20412	BRD-K19923229	20412
LSM-20413	BRD-A16346972	20413
LSM-20414	BRD-K41717398	20414
LSM-20415	BRD-K82071023	20415
LSM-20416	BRD-K44624496	20416
LSM-20417	BRD-K36025260	20417
LSM-20418	BRD-K74365325	20418
LSM-20419	BRD-K30913912	20419
LSM-20420	BRD-K86569030	20420
LSM-20421	BRD-K36284662	20421
LSM-20422	BRD-K81356814	20422
LSM-20423	BRD-K30190170	20423
LSM-20424	BRD-K72142399	20424
LSM-20425	BRD-K18398566	20425
LSM-20426	BRD-A27565568	20426
LSM-20427	BRD-K24786917	20427
LSM-20428	BRD-K45793202	20428
LSM-20429	BRD-K17665739	20429
LSM-20430	BRD-K24873097	20430
LSM-20431	BRD-K51749738	20431
LSM-20432	BRD-K61938702	20432
LSM-20433	BRD-A54711552	20433
LSM-20434	BRD-K06479861	20434
LSM-20435	BRD-K10473290	20435
LSM-20436	BRD-A52415038	20436
LSM-20437	BRD-K99562210	20437
LSM-20438	BRD-A63843582	20438
LSM-20439	BRD-K89512238	20439
LSM-20440	BRD-K71826120	20440
LSM-20441	BRD-K25846980	20441
LSM-20442	BRD-K94283871	20442
LSM-20443	BRD-K90545072	20443
LSM-20444	BRD-K74762648	20444
LSM-20445	BRD-K42056083	20445
LSM-20446	BRD-A83478897	20446
LSM-20447	BRD-K16862492	20447
LSM-20448	BRD-K77069004	20448
LSM-20449	BRD-K20599398	20449
LSM-20450	BRD-A88073947	20450
LSM-20451	BRD-K79428338	20451
LSM-20452	BRD-K37416407	20452
LSM-20453	BRD-K91818342	20453
LSM-20454	BRD-K08742100	20454
LSM-20455	BRD-K67390645	20455
LSM-20456	BRD-K88665865	20456
LSM-20457	BRD-A11552472	20457
LSM-20458	BRD-K81217287	20458
LSM-20459	BRD-K35177360	20459
LSM-20460	BRD-A82120485	20460
LSM-20461	BRD-A53956501	20461
LSM-20462	BRD-A03315925	20462
LSM-20463	BRD-K21384399	20463
LSM-20464	BRD-K43220084	20464
LSM-20465	BRD-K61560881	20465
LSM-20466	BRD-K78230922	20466
LSM-20467	BRD-K17226227	20467
LSM-20468	BRD-K01751980	20468
LSM-20469	BRD-K11638173	20469
LSM-20470	BRD-K05686793	20470
LSM-20471	BRD-A42328493	20471
LSM-20472	BRD-K73322901	20472
LSM-20473	BRD-K57871036	20473
LSM-20474	BRD-A14327743	20474
LSM-20475	BRD-K48425246	20475
LSM-20476	BRD-K37245233	20476
LSM-20477	BRD-K80707264	20477
LSM-20478	BRD-K96334937	20478
LSM-20479	BRD-K85486823	20479
LSM-20480	BRD-K94898720	20480
LSM-20481	BRD-K70129728	20481
LSM-20482	BRD-K71112571	20482
LSM-20483	BRD-K90715098	20483
LSM-20484	BRD-K48189030	20484
LSM-20485	BRD-A14722744	20485
LSM-20486	BRD-K08549180	20486
LSM-20487	BRD-K52453518	20487
LSM-20488	BRD-K02998455	20488
LSM-20489	BRD-K17974627	20489
LSM-20490	BRD-A03608603	20490
LSM-20491	BRD-A75787575	20491
LSM-20492	BRD-K05770968	20492
LSM-20493	BRD-K51579239	20493
LSM-20494	BRD-K07606823	20494
LSM-20495	BRD-K67777588	20495
LSM-20496	BRD-A82823445	20496
LSM-20497	BRD-A57500436	20497
LSM-20498	BRD-K66622718	20498
LSM-20499	BRD-K44041571	20499
LSM-20500	BRD-K14784508	20500
LSM-20501	BRD-K88086149	20501
LSM-20502	BRD-K00255889	20502
LSM-20503	BRD-K02239389	20503
LSM-20504	BRD-K50920343	20504
LSM-20505	BRD-K93720444	20505
LSM-20506	BRD-K75691692	20506
LSM-20507	BRD-K10119374	20507
LSM-20508	BRD-K12719718	20508
LSM-20509	BRD-K29200634	20509
LSM-20510	BRD-K91489271	20510
LSM-20511	BRD-K25615907	20511
LSM-20512	BRD-K08932351	20512
LSM-20513	BRD-K31941078	20513
LSM-20514	BRD-K69285280	20514
LSM-20515	BRD-K21261696	20515
LSM-20516	BRD-K09521040	20516
LSM-20517	BRD-A59442324	20517
LSM-20518	BRD-K24387667	20518
LSM-20519	BRD-A17588487	20519
LSM-20520	BRD-K02927228	20520
LSM-20521	BRD-K32772913	20521
LSM-20522	BRD-A87353601	20522
LSM-20523	BRD-K68964479	20523
LSM-20524	BRD-K59144161	20524
LSM-20525	BRD-K09647230	20525
LSM-20526	BRD-K83726715	20526
LSM-20527	BRD-A21301884	20527
LSM-20528	BRD-K14783876	20528
LSM-20529	BRD-K53867597	20529
LSM-20530	BRD-K80343363	20530
LSM-20531	BRD-K78494082	20531
LSM-20532	BRD-A35234044	20532
LSM-20533	BRD-K72492942	20533
LSM-20534	BRD-K74732223	20534
LSM-20535	BRD-K39836884	20535
LSM-20536	BRD-K30680302	20536
LSM-20537	BRD-K03901298	20537
LSM-20538	BRD-K43137661	20538
LSM-20539	BRD-K87534453	20539
LSM-20540	BRD-K09302236	20540
LSM-20541	BRD-K59586807	20541
LSM-20542	BRD-K14749717	20542
LSM-20543	BRD-K67949523	20543
LSM-20544	BRD-A23057545	20544
LSM-20545	BRD-K55388141	20545
LSM-20546	BRD-K62347225	20546
LSM-20547	BRD-K08819355	20547
LSM-20548	BRD-K25149583	20548
LSM-20549	BRD-K38289181	20549
LSM-20550	BRD-A61717425	20550
LSM-20551	BRD-K38821931	20551
LSM-20552	BRD-K87443636	20552
LSM-20553	BRD-A74014140	20553
LSM-20554	BRD-K09944219	20554
LSM-20555	BRD-K45890731	20555
LSM-20556	BRD-K61103134	20556
LSM-20557	BRD-K27685311	20557
LSM-20558	BRD-K94551863	20558
LSM-20559	BRD-K08600038	20559
LSM-20560	BRD-A60405379	20560
LSM-20561	BRD-K27695682	20561
LSM-20562	BRD-K43691462	20562
LSM-20563	BRD-K86418557	20563
LSM-20564	BRD-A63120617	20564
LSM-20565	BRD-K88929251	20565
LSM-20566	BRD-K50124496	20566
LSM-20567	BRD-K22221338	20567
LSM-20568	BRD-A52968819	20568
LSM-20569	BRD-K39705272	20569
LSM-20570	BRD-K44454431	20570
LSM-20571	BRD-K04385915	20571
LSM-20572	BRD-K38002544	20572
LSM-20573	BRD-K20756798	20573
LSM-20574	BRD-K38506961	20574
LSM-20575	BRD-K68766876	20575
LSM-20576	BRD-K64002590	20576
LSM-20577	BRD-K36475458	20577
LSM-20578	BRD-K50199413	20578
LSM-20579	BRD-K41357471	20579
LSM-20580	BRD-A01393306	20580
LSM-20581	BRD-K86206896	20581
LSM-20582	BRD-K99438237	20582
LSM-20583	BRD-K91408447	20583
LSM-20584	BRD-K38090317	20584
LSM-20585	BRD-K86373565	20585
LSM-20586	BRD-K74681953	20586
LSM-20587	BRD-A11267889	20587
LSM-20588	BRD-A30109207	20588
LSM-20589	BRD-A81830440	20589
LSM-20590	BRD-K97922547	20590
LSM-20591	BRD-K94339600	20591
LSM-20592	BRD-A76119771	20592
LSM-20593	BRD-K26974827	20593
LSM-20594	BRD-K60176877	20594
LSM-20595	BRD-K45729009	20595
LSM-20596	BRD-K27945373	20596
LSM-20597	BRD-K36298981	20597
LSM-20598	BRD-K33379303	20598
LSM-20599	BRD-K33514462	20599
LSM-20600	BRD-A01465246	20600
LSM-20601	BRD-A79149973	20601
LSM-20602	BRD-K46411922	20602
LSM-20603	BRD-K71335450	20603
LSM-20604	BRD-K43801981	20604
LSM-20605	BRD-K68151700	20605
LSM-20606	BRD-K34630363	20606
LSM-20607	BRD-K28513206	20607
LSM-20608	BRD-K85438123	20608
LSM-20609	BRD-K83060022	20609
LSM-20610	BRD-K54884347	20610
LSM-20611	BRD-K51725256	20611
LSM-20612	BRD-K64156640	20612
LSM-20613	BRD-K08744819	20613
LSM-20614	BRD-K88140422	20614
LSM-20615	BRD-K75536516	20615
LSM-20616	BRD-K62681880	20616
LSM-20617	BRD-K29335335	20617
LSM-20618	BRD-K43291761	20618
LSM-20619	BRD-A91543377	20619
LSM-20620	BRD-K97246258	20620
LSM-20621	BRD-K08518249	20621
LSM-20622	BRD-K73694358	20622
LSM-20623	BRD-K14096863	20623
LSM-20624	BRD-A03797239	20624
LSM-20625	BRD-K17871396	20625
LSM-20626	BRD-K46807608	20626
LSM-20627	BRD-K46362471	20627
LSM-20628	BRD-A98536659	20628
LSM-20629	BRD-K47953120	20629
LSM-20630	BRD-K66902199	20630
LSM-20631	BRD-A08481510	20631
LSM-20632	BRD-K34097624	20632
LSM-20633	BRD-K40644589	20633
LSM-20634	BRD-K68512803	20634
LSM-20635	BRD-K95320521	20635
LSM-20636	BRD-K77763641	20636
LSM-20637	BRD-K39146910	20637
LSM-20638	BRD-K85363252	20638
LSM-20639	BRD-K94052032	20639
LSM-20640	BRD-A28653047	20640
LSM-20641	BRD-K89900454	20641
LSM-20642	BRD-K45588744	20642
LSM-20643	BRD-K74143231	20643
LSM-20644	BRD-K68589224	20644
LSM-20645	BRD-A77190195	20645
LSM-20646	BRD-K59186070	20646
LSM-20647	BRD-K39805394	20647
LSM-20648	BRD-K43559450	20648
LSM-20649	BRD-K12521787	20649
LSM-20650	BRD-K01552729	20650
LSM-20651	BRD-K15744063	20651
LSM-20652	BRD-K32825886	20652
LSM-20653	BRD-K75913329	20653
LSM-20654	BRD-K17658096	20654
LSM-20655	BRD-K70612829	20655
LSM-20656	BRD-K80891389	20656
LSM-20657	BRD-A76484682	20657
LSM-20658	BRD-K58719193	20658
LSM-20659	BRD-K96142743	20659
LSM-20660	BRD-K18724050	20660
LSM-20661	BRD-K91515153	20661
LSM-20662	BRD-K08584008	20662
LSM-20663	BRD-A28734572	20663
LSM-20664	BRD-K94443957	20664
LSM-20665	BRD-K18936407	20665
LSM-20666	BRD-K31427456	20666
LSM-20667	BRD-K81917690	20667
LSM-20668	BRD-K41872267	20668
LSM-20669	BRD-K33798284	20669
LSM-20670	BRD-A47226259	20670
LSM-20671	BRD-K44697642	20671
LSM-20672	BRD-K69289993	20672
LSM-20673	BRD-K86918695	20673
LSM-20674	BRD-K49505282	20674
LSM-20675	BRD-A57431786	20675
LSM-20676	BRD-K09494032	20676
LSM-20677	BRD-K55763533	20677
LSM-20678	BRD-K12852670	20678
LSM-20679	BRD-K66258392	20679
LSM-20680	BRD-K33554807	20680
LSM-20681	BRD-A81956678	20681
LSM-20682	BRD-K78496697	20682
LSM-20683	BRD-K07250593	20683
LSM-20684	BRD-K66660676	20684
LSM-20685	BRD-K18167003	20685
LSM-20686	BRD-A37823663	20686
LSM-20687	BRD-K52539770	20687
LSM-20688	BRD-K01892695	20688
LSM-20689	BRD-K96678250	20689
LSM-20690	BRD-K03485843	20690
LSM-20691	BRD-K88404286	20691
LSM-20692	BRD-K36724856	20692
LSM-20693	BRD-K05146155	20693
LSM-20694	BRD-K73578757	20694
LSM-20695	BRD-K69654496	20695
LSM-20696	BRD-K17186708	20696
LSM-20697	BRD-K54075813	20697
LSM-20698	BRD-K56695267	20698
LSM-20699	BRD-K66293378	20699
LSM-20700	BRD-K03447246	20700
LSM-20701	BRD-K78623196	20701
LSM-20702	BRD-K17859412	20702
LSM-20703	BRD-K18218705	20703
LSM-20704	BRD-A39671704	20704
LSM-20705	BRD-K81320658	20705
LSM-20706	BRD-K14588079	20706
LSM-20707	BRD-K63426977	20707
LSM-20708	BRD-K01580628	20708
LSM-20709	BRD-A37177090	20709
LSM-20710	BRD-K71525190	20710
LSM-20711	BRD-K63158014	20711
LSM-20712	BRD-K42476671	20712
LSM-20713	BRD-K04871302	20713
LSM-20714	BRD-A69581309	20714
LSM-20715	BRD-K68756555	20715
LSM-20716	BRD-K94166726	20716
LSM-20717	BRD-A67704743	20717
LSM-20718	BRD-A60179873	20718
LSM-20719	BRD-K71052595	20719
LSM-20720	BRD-K59215605	20720
LSM-20721	BRD-K23828572	20721
LSM-20722	BRD-K37211799	20722
LSM-20723	BRD-K66031775	20723
LSM-20724	BRD-A16654364	20724
LSM-20725	BRD-K37759571	20725
LSM-20726	BRD-K18119614	20726
LSM-20727	BRD-K10201294	20727
LSM-20728	BRD-A10300508	20728
LSM-20729	BRD-K36372945	20729
LSM-20730	BRD-K09180808	20730
LSM-20731	BRD-K00119882	20731
LSM-20732	BRD-K96213070	20732
LSM-20733	BRD-K17419962	20733
LSM-20734	BRD-A07214010	20734
LSM-20735	BRD-K92656944	20735
LSM-20736	BRD-K35969228	20736
LSM-20737	BRD-K33500127	20737
LSM-20738	BRD-K36431928	20738
LSM-20739	BRD-K45171380	20739
LSM-20740	BRD-K44607884	20740
LSM-20741	BRD-K08900543	20741
LSM-20742	BRD-K28393999	20742
LSM-20743	BRD-A11246516	20743
LSM-20744	BRD-A02907341	20744
LSM-20745	BRD-K91355301	20745
LSM-20746	BRD-K51004159	20746
LSM-20747	BRD-K84058877	20747
LSM-20748	BRD-K50553926	20748
LSM-20749	BRD-K51240517	20749
LSM-20750	BRD-K52587256	20750
LSM-20751	BRD-K61110090	20751
LSM-20752	BRD-K52812752	20752
LSM-20753	BRD-K05896385	20753
LSM-20754	BRD-K60852040	20754
LSM-20755	BRD-K87212715	20755
LSM-20756	BRD-K69274520	20756
LSM-20757	BRD-K82542855	20757
LSM-20758	BRD-K65783007	20758
LSM-20759	BRD-A80522280	20759
LSM-20760	BRD-K15387690	20760
LSM-20761	BRD-K85808903	20761
LSM-20762	BRD-K64134051	20762
LSM-20763	BRD-K52269807	20763
LSM-20764	BRD-A20394483	20764
LSM-20765	BRD-K03859991	20765
LSM-20766	BRD-K29788124	20766
LSM-20767	BRD-K96426659	20767
LSM-20768	BRD-A34064931	20768
LSM-20769	BRD-K50946180	20769
LSM-20770	BRD-K89353352	20770
LSM-20771	BRD-K13591916	20771
LSM-20772	BRD-K38657184	20772
LSM-20773	BRD-A77016449	20773
LSM-20774	BRD-K67791947	20774
LSM-20775	BRD-K62556342	20775
LSM-20776	BRD-A11196529	20776
LSM-20777	BRD-K22021793	20777
LSM-20778	BRD-K90708444	20778
LSM-20779	BRD-K38868462	20779
LSM-20780	BRD-K65406869	20780
LSM-20781	BRD-K70318282	20781
LSM-20782	BRD-K52563512	20782
LSM-20783	BRD-K83234554	20783
LSM-20784	BRD-K44477399	20784
LSM-20785	BRD-K19228147	20785
LSM-20786	BRD-K23980932	20786
LSM-20787	BRD-K53994001	20787
LSM-20788	BRD-K88302796	20788
LSM-20789	BRD-K03994072	20789
LSM-20790	BRD-A00489811	20790
LSM-20791	BRD-K32902045	20791
LSM-20792	BRD-K96938523	20792
LSM-20793	BRD-K75466993	20793
LSM-20794	BRD-K41365318	20794
LSM-20795	BRD-K75212763	20795
LSM-20796	BRD-K00585002	20796
LSM-20797	BRD-K26501704	20797
LSM-20798	BRD-A95381012	20798
LSM-20799	BRD-K10291183	20799
LSM-20800	BRD-K90500528	20800
LSM-20801	BRD-K69410744	20801
LSM-20802	BRD-K17367766	20802
LSM-20803	BRD-K39476596	20803
LSM-20804	BRD-K41894486	20804
LSM-20805	BRD-K73391299	20805
LSM-20806	BRD-K17888261	20806
LSM-20807	BRD-K63393573	20807
LSM-20808	BRD-K13913591	20808
LSM-20809	BRD-K49746007	20809
LSM-20810	BRD-K91214625	20810
LSM-20811	BRD-A40912626	20811
LSM-20812	BRD-A36258658	20812
LSM-20813	BRD-K54128895	20813
LSM-20814	BRD-K91195567	20814
LSM-20815	BRD-K02720166	20815
LSM-20816	BRD-K46698069	20816
LSM-20817	BRD-K94116118	20817
LSM-20818	BRD-A91804054	20818
LSM-20819	BRD-A35360906	20819
LSM-20820	BRD-K36505620	20820
LSM-20821	BRD-A86354449	20821
LSM-20822	BRD-K62353545	20822
LSM-20823	BRD-A43894321	20823
LSM-20824	BRD-K48462635	20824
LSM-20825	BRD-K36007927	20825
LSM-20826	BRD-K90029366	20826
LSM-20827	BRD-A11073684	20827
LSM-20828	BRD-K88506712	20828
LSM-20829	BRD-A99224684	20829
LSM-20830	BRD-K21995356	20830
LSM-20831	BRD-K84439715	20831
LSM-20832	BRD-K22854800	20832
LSM-20833	BRD-K05512067	20833
LSM-20834	BRD-K25285670	20834
LSM-20835	BRD-K60015026	20835
LSM-20836	BRD-K44460174	20836
LSM-20837	BRD-A41381731	20837
LSM-20838	BRD-A71013443	20838
LSM-20839	BRD-K98296319	20839
LSM-20840	BRD-K56181586	20840
LSM-20841	BRD-K25879375	20841
LSM-20842	BRD-K61910461	20842
LSM-20843	BRD-A94055601	20843
LSM-20844	BRD-K62326950	20844
LSM-20845	BRD-K73563981	20845
LSM-20846	BRD-K59137509	20846
LSM-20847	BRD-K49953514	20847
LSM-20848	BRD-K52712957	20848
LSM-20849	BRD-K27314800	20849
LSM-20850	BRD-K38612098	20850
LSM-20851	BRD-K80587932	20851
LSM-20852	BRD-K74754846	20852
LSM-20853	BRD-K48428632	20853
LSM-20854	BRD-K81627996	20854
LSM-20855	BRD-A66343377	20855
LSM-20856	BRD-K50379498	20856
LSM-20857	BRD-K19030687	20857
LSM-20858	BRD-K73143512	20858
LSM-20859	BRD-K34754397	20859
LSM-20860	BRD-K79732458	20860
LSM-20861	BRD-A81373721	20861
LSM-20862	BRD-K35578331	20862
LSM-20863	BRD-K63613104	20863
LSM-20864	BRD-K23772856	20864
LSM-20865	BRD-K62046989	20865
LSM-20866	BRD-K33245893	20866
LSM-20867	BRD-A40973878	20867
LSM-20868	BRD-K12957200	20868
LSM-20869	BRD-K40295826	20869
LSM-20870	BRD-A24067767	20870
LSM-20871	BRD-K60060103	20871
LSM-20872	BRD-K08498681	20872
LSM-20873	BRD-K60465723	20873
LSM-20874	BRD-K58885221	20874
LSM-20875	BRD-K45510231	20875
LSM-20876	BRD-K02211353	20876
LSM-20877	BRD-K77754458	20877
LSM-20878	BRD-A03549855	20878
LSM-20879	BRD-K99110478	20879
LSM-20880	BRD-A59790839	20880
LSM-20881	BRD-A79962154	20881
LSM-20882	BRD-A05166186	20882
LSM-20883	BRD-A19953985	20883
LSM-20884	BRD-K62066459	20884
LSM-20885	BRD-K72043775	20885
LSM-20886	BRD-A53163627	20886
LSM-20887	BRD-K54500304	20887
LSM-20888	BRD-K28664021	20888
LSM-20889	BRD-A26225199	20889
LSM-20890	BRD-K06582489	20890
LSM-20891	BRD-K34380566	20891
LSM-20892	BRD-A34915942	20892
LSM-20893	BRD-K25135854	20893
LSM-20894	BRD-K18435680	20894
LSM-20895	BRD-A59973262	20895
LSM-20896	BRD-K81628216	20896
LSM-20897	BRD-K46688456	20897
LSM-20898	BRD-A75109755	20898
LSM-20899	BRD-K36814366	20899
LSM-20900	BRD-K46376991	20900
LSM-20901	BRD-K47727762	20901
LSM-20902	BRD-K37853756	20902
LSM-20903	BRD-K84399875	20903
LSM-20904	BRD-K68670895	20904
LSM-20905	BRD-K83720391	20905
LSM-20906	BRD-K60079337	20906
LSM-20907	BRD-K21051323	20907
LSM-20908	BRD-K82975754	20908
